iso3,year,cow_code,toa,legal_origin,dur_rat1membership,equalindx_WoL,country_names
MYS,1940,820,NA,1,NA,NA,Malaysia
NAM,1940,565,2001,1,NA,NA,Namibia
NER,1940,436,1962,2,NA,NA,Niger
NGA,1940,475,2002,1,NA,NA,Nigeria
NIC,1940,93,1967,2,NA,NA,Nicaragua
NLD,1940,210,1973,2,NA,NA,Netherlands
NOR,1940,385,1959,4,NA,NA,Norway
NPL,1940,790,1974,1,NA,NA,Nepal
NZL,1940,920,1983,1,NA,NA,New Zealand
OMN,1940,698,NA,2,NA,NA,Oman
PAK,1940,770,1961,1,NA,NA,Pakistan
PAN,1940,95,1966,2,NA,NA,Panama
PER,1940,135,1970,2,NA,NA,Peru
PHL,1940,840,1960,2,NA,NA,Philippines
PNG,1940,910,2000,1,NA,NA,Papua New Guinea
POL,1940,290,1961,3,NA,NA,Poland
PRK,1940,NA,NA,NA,NA,NA,North Korea
PRT,1940,235,1959,2,NA,NA,Portugal
PRY,1940,150,1967,2,NA,NA,Paraguay
QAT,1940,694,1976,2,NA,NA,Qatar
ROU,1940,360,1973,2,NA,NA,Romania
RUS,1940,365,1961,2,NA,NA,Russia
RWA,1940,517,1981,2,NA,NA,Rwanda
SAU,1940,670,1978,1,NA,NA,Saudi Arabia
SDN,1940,625,1970,1,NA,NA,Sudan
SEN,1940,433,1967,2,NA,NA,Senegal
SGP,1940,830,NA,1,NA,NA,Singapore
SLB,1940,940,2012,1,NA,NA,Solomon Islands
SLE,1940,451,1966,1,NA,NA,Sierra Leone
SLV,1940,92,1995,2,NA,NA,El Salvador
SOM,1940,520,1961,NA,NA,NA,Somalia
SRB,1940,345,2000,2,NA,NA,Serbia
SSD,1940,626,2012,NA,NA,NA,South Sudan
SUR,1940,115,2017,2,NA,NA,Suriname
SVK,1940,317,1993,3,NA,NA,Slovakia
SVN,1940,349,1992,3,NA,NA,Slovenia
SWE,1940,380,1962,4,NA,NA,Sweden
SWZ,1940,572,1981,1,NA,NA,Eswatini
SYR,1940,652,1960,2,NA,NA,Syria
TCD,1940,483,1966,2,NA,NA,Chad
TGO,1940,461,1983,2,NA,NA,Togo
THA,1940,800,2017,1,NA,NA,Thailand
TJK,1940,702,1993,2,NA,NA,Tajikistan
TKM,1940,701,1997,2,NA,NA,Turkmenistan
TLS,1940,860,2016,NA,NA,NA,Timor-Leste
TTO,1940,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1940,616,1959,2,NA,NA,Tunisia
TUR,1940,640,1967,2,NA,NA,Turkey
TZA,1940,510,2002,1,NA,NA,Tanzania
UGA,1940,500,2005,1,NA,NA,Uganda
UKR,1940,369,1961,2,NA,NA,Ukraine
URY,1940,165,1989,2,NA,NA,Uruguay
USA,1940,2,NA,1,NA,NA,United States
UZB,1940,704,1992,2,NA,NA,Uzbekistan
VEN,1940,101,1971,2,NA,NA,Venezuela
VNM,1940,816,1997,2,NA,NA,Vietnam
YEM,1940,679,1969,2,NA,NA,Yemen
ZAF,1940,560,1997,1,NA,NA,South Africa
ZMB,1940,551,1979,1,NA,NA,Zambia
ZWE,1940,552,1999,1,NA,NA,Zimbabwe
AFG,1941,700,1969,2,NA,NA,Afghanistan
AGO,1941,540,1976,2,NA,NA,Angola
ALB,1941,339,1997,2,NA,NA,Albania
ARE,1941,696,2001,1,NA,NA,United Arab Emirates
ARG,1941,160,1968,2,NA,NA,Argentina
ARM,1941,371,1994,2,NA,NA,Armenia
AUS,1941,900,1973,1,NA,NA,Australia
AUT,1941,305,1973,3,NA,NA,Austria
AZE,1941,373,1992,2,NA,NA,Azerbaijan
BDI,1941,516,1993,2,NA,NA,Burundi
BEL,1941,211,1977,2,NA,NA,Belgium
BEN,1941,434,1961,2,NA,NA,Benin
BFA,1941,439,1962,2,NA,NA,Burkina Faso
BGD,1941,771,1972,1,NA,NA,Bangladesh
BGR,1941,355,1960,3,NA,NA,Bulgaria
BHR,1941,692,2000,1,NA,NA,Bahrain
BIH,1941,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1941,370,1961,3,NA,NA,Belarus
BOL,1941,145,1977,2,NA,NA,Bolivia
BRA,1941,140,1965,2,NA,NA,Brazil
BTN,1941,NA,NA,NA,NA,NA,Bhutan
BWA,1941,571,1997,1,NA,NA,Botswana
CAF,1941,482,1964,2,NA,NA,Central African Republic
CAN,1941,20,1964,1,NA,NA,Canada
CHE,1941,225,1961,3,NA,NA,Switzerland
CHL,1941,155,1971,2,NA,NA,Chile
CHN,1941,710,2006,3,NA,NA,China
CIV,1941,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1941,471,1988,2,NA,NA,Cameroon
COD,1941,490,2001,2,NA,NA,Congo - Kinshasa
COG,1941,484,1999,2,NA,NA,Congo - Brazzaville
COL,1941,100,1969,2,NA,NA,Colombia
COM,1941,581,2004,2,NA,NA,Comoros
CPV,1941,402,1979,2,NA,NA,Cape Verde
CRI,1941,94,1962,2,NA,NA,Costa Rica
CUB,1941,40,1965,NA,NA,NA,Cuba
CYP,1941,352,1968,1,NA,NA,Cyprus
CZE,1941,316,1993,3,NA,NA,Czechia
DEU,1941,255,1961,3,NA,NA,Germany
DJI,1941,522,2005,2,NA,NA,Djibouti
DNK,1941,390,1960,4,NA,NA,Denmark
DOM,1941,42,1964,2,NA,NA,Dominican Republic
DZA,1941,615,1969,2,NA,NA,Algeria
ECU,1941,130,1962,2,NA,NA,Ecuador
EGY,1941,651,1960,2,NA,NA,Egypt
ESP,1941,230,1967,2,NA,NA,Spain
EST,1941,366,2005,3,NA,NA,Estonia
ETH,1941,530,1966,2,NA,NA,Ethiopia
FIN,1941,375,1970,4,NA,NA,Finland
FJI,1941,950,2002,1,NA,NA,Fiji
FRA,1941,220,1981,2,NA,NA,France
GAB,1941,481,1961,2,NA,NA,Gabon
GBR,1941,200,1999,1,NA,NA,United Kingdom
GEO,1941,372,1993,3,NA,NA,Georgia
GHA,1941,452,1961,1,NA,NA,Ghana
GIN,1941,438,1960,2,NA,NA,Guinea
GMB,1941,420,2000,1,NA,NA,Gambia
GNB,1941,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1941,411,2001,2,NA,NA,Equatorial Guinea
GRC,1941,350,1984,2,NA,NA,Greece
GTM,1941,90,1960,2,NA,NA,Guatemala
GUY,1941,110,1975,1,NA,NA,Guyana
HND,1941,91,1960,2,NA,NA,Honduras
HRV,1941,344,1991,3,NA,NA,Croatia
HTI,1941,41,1976,2,NA,NA,Haiti
HUN,1941,310,1961,3,NA,NA,Hungary
IDN,1941,850,1999,2,NA,NA,Indonesia
IND,1941,750,1960,1,NA,NA,India
IRL,1941,205,1999,1,NA,NA,Ireland
IRN,1941,630,1964,2,NA,NA,Iran
IRQ,1941,645,1959,2,NA,NA,Iraq
ISR,1941,666,1959,1,NA,NA,Israel
ITA,1941,325,1963,2,NA,NA,Italy
JAM,1941,51,1975,1,NA,NA,Jamaica
JOR,1941,663,1963,2,NA,NA,Jordan
JPN,1941,740,NA,3,NA,NA,Japan
KAZ,1941,705,1999,2,NA,NA,Kazakhstan
KEN,1941,501,2001,1,NA,NA,Kenya
KGZ,1941,703,1992,2,NA,NA,Kyrgyzstan
KHM,1941,811,1999,2,NA,NA,Cambodia
KOR,1941,732,1998,3,NA,NA,South Korea
KWT,1941,690,1966,2,NA,NA,Kuwait
LAO,1941,812,2008,2,NA,NA,Laos
LBN,1941,660,1977,2,NA,NA,Lebanon
LBR,1941,450,1959,1,NA,NA,Liberia
LBY,1941,620,1961,2,NA,NA,Libya
LKA,1941,780,1998,1,NA,NA,Sri Lanka
LSO,1941,570,1998,1,NA,NA,Lesotho
LTU,1941,368,1994,2,NA,NA,Lithuania
LUX,1941,212,2001,2,NA,NA,Luxembourg
LVA,1941,367,1992,3,NA,NA,Latvia
MAR,1941,600,1963,2,NA,NA,Morocco
MDA,1941,359,1996,2,NA,NA,Moldova
MDG,1941,580,1961,2,NA,NA,Madagascar
MEX,1941,70,1961,2,NA,NA,Mexico
MKD,1941,343,1991,2,NA,NA,North Macedonia
MLI,1941,432,1964,2,NA,NA,Mali
MMR,1941,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1941,341,2006,NA,NA,NA,Montenegro
MNG,1941,712,1969,3,NA,NA,Mongolia
MOZ,1941,541,1977,2,NA,NA,Mozambique
MRT,1941,435,1963,2,NA,NA,Mauritania
MUS,1941,590,2002,2,NA,NA,Mauritius
MWI,1941,553,1965,1,NA,NA,Malawi
MYS,1941,820,NA,1,NA,NA,Malaysia
NAM,1941,565,2001,1,NA,NA,Namibia
NER,1941,436,1962,2,NA,NA,Niger
NGA,1941,475,2002,1,NA,NA,Nigeria
NIC,1941,93,1967,2,NA,NA,Nicaragua
NLD,1941,210,1973,2,NA,NA,Netherlands
NOR,1941,385,1959,4,NA,NA,Norway
NPL,1941,790,1974,1,NA,NA,Nepal
NZL,1941,920,1983,1,NA,NA,New Zealand
OMN,1941,698,NA,2,NA,NA,Oman
PAK,1941,770,1961,1,NA,NA,Pakistan
PAN,1941,95,1966,2,NA,NA,Panama
PER,1941,135,1970,2,NA,NA,Peru
PHL,1941,840,1960,2,NA,NA,Philippines
PNG,1941,910,2000,1,NA,NA,Papua New Guinea
POL,1941,290,1961,3,NA,NA,Poland
PRK,1941,NA,NA,NA,NA,NA,North Korea
PRT,1941,235,1959,2,NA,NA,Portugal
PRY,1941,150,1967,2,NA,NA,Paraguay
QAT,1941,694,1976,2,NA,NA,Qatar
ROU,1941,360,1973,2,NA,NA,Romania
RUS,1941,365,1961,2,NA,NA,Russia
RWA,1941,517,1981,2,NA,NA,Rwanda
SAU,1941,670,1978,1,NA,NA,Saudi Arabia
SDN,1941,625,1970,1,NA,NA,Sudan
SEN,1941,433,1967,2,NA,NA,Senegal
SGP,1941,830,NA,1,NA,NA,Singapore
SLB,1941,940,2012,1,NA,NA,Solomon Islands
SLE,1941,451,1966,1,NA,NA,Sierra Leone
SLV,1941,92,1995,2,NA,NA,El Salvador
SOM,1941,520,1961,NA,NA,NA,Somalia
SRB,1941,345,2000,2,NA,NA,Serbia
SSD,1941,626,2012,NA,NA,NA,South Sudan
SUR,1941,115,2017,2,NA,NA,Suriname
SVK,1941,317,1993,3,NA,NA,Slovakia
SVN,1941,349,1992,3,NA,NA,Slovenia
SWE,1941,380,1962,4,NA,NA,Sweden
SWZ,1941,572,1981,1,NA,NA,Eswatini
SYR,1941,652,1960,2,NA,NA,Syria
TCD,1941,483,1966,2,NA,NA,Chad
TGO,1941,461,1983,2,NA,NA,Togo
THA,1941,800,2017,1,NA,NA,Thailand
TJK,1941,702,1993,2,NA,NA,Tajikistan
TKM,1941,701,1997,2,NA,NA,Turkmenistan
TLS,1941,860,2016,NA,NA,NA,Timor-Leste
TTO,1941,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1941,616,1959,2,NA,NA,Tunisia
TUR,1941,640,1967,2,NA,NA,Turkey
TZA,1941,510,2002,1,NA,NA,Tanzania
UGA,1941,500,2005,1,NA,NA,Uganda
UKR,1941,369,1961,2,NA,NA,Ukraine
URY,1941,165,1989,2,NA,NA,Uruguay
USA,1941,2,NA,1,NA,NA,United States
UZB,1941,704,1992,2,NA,NA,Uzbekistan
VEN,1941,101,1971,2,NA,NA,Venezuela
VNM,1941,816,1997,2,NA,NA,Vietnam
YEM,1941,679,1969,2,NA,NA,Yemen
ZAF,1941,560,1997,1,NA,NA,South Africa
ZMB,1941,551,1979,1,NA,NA,Zambia
ZWE,1941,552,1999,1,NA,NA,Zimbabwe
AFG,1942,700,1969,2,NA,NA,Afghanistan
AGO,1942,540,1976,2,NA,NA,Angola
ALB,1942,339,1997,2,NA,NA,Albania
ARE,1942,696,2001,1,NA,NA,United Arab Emirates
ARG,1942,160,1968,2,NA,NA,Argentina
ARM,1942,371,1994,2,NA,NA,Armenia
AUS,1942,900,1973,1,NA,NA,Australia
AUT,1942,305,1973,3,NA,NA,Austria
AZE,1942,373,1992,2,NA,NA,Azerbaijan
BDI,1942,516,1993,2,NA,NA,Burundi
BEL,1942,211,1977,2,NA,NA,Belgium
BEN,1942,434,1961,2,NA,NA,Benin
BFA,1942,439,1962,2,NA,NA,Burkina Faso
BGD,1942,771,1972,1,NA,NA,Bangladesh
BGR,1942,355,1960,3,NA,NA,Bulgaria
BHR,1942,692,2000,1,NA,NA,Bahrain
BIH,1942,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1942,370,1961,3,NA,NA,Belarus
BOL,1942,145,1977,2,NA,NA,Bolivia
BRA,1942,140,1965,2,NA,NA,Brazil
BTN,1942,NA,NA,NA,NA,NA,Bhutan
BWA,1942,571,1997,1,NA,NA,Botswana
CAF,1942,482,1964,2,NA,NA,Central African Republic
CAN,1942,20,1964,1,NA,NA,Canada
CHE,1942,225,1961,3,NA,NA,Switzerland
CHL,1942,155,1971,2,NA,NA,Chile
CHN,1942,710,2006,3,NA,NA,China
CIV,1942,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1942,471,1988,2,NA,NA,Cameroon
COD,1942,490,2001,2,NA,NA,Congo - Kinshasa
COG,1942,484,1999,2,NA,NA,Congo - Brazzaville
COL,1942,100,1969,2,NA,NA,Colombia
COM,1942,581,2004,2,NA,NA,Comoros
CPV,1942,402,1979,2,NA,NA,Cape Verde
CRI,1942,94,1962,2,NA,NA,Costa Rica
CUB,1942,40,1965,NA,NA,NA,Cuba
CYP,1942,352,1968,1,NA,NA,Cyprus
CZE,1942,316,1993,3,NA,NA,Czechia
DEU,1942,255,1961,3,NA,NA,Germany
DJI,1942,522,2005,2,NA,NA,Djibouti
DNK,1942,390,1960,4,NA,NA,Denmark
DOM,1942,42,1964,2,NA,NA,Dominican Republic
DZA,1942,615,1969,2,NA,NA,Algeria
ECU,1942,130,1962,2,NA,NA,Ecuador
EGY,1942,651,1960,2,NA,NA,Egypt
ESP,1942,230,1967,2,NA,NA,Spain
EST,1942,366,2005,3,NA,NA,Estonia
ETH,1942,530,1966,2,NA,NA,Ethiopia
FIN,1942,375,1970,4,NA,NA,Finland
FJI,1942,950,2002,1,NA,NA,Fiji
FRA,1942,220,1981,2,NA,NA,France
GAB,1942,481,1961,2,NA,NA,Gabon
GBR,1942,200,1999,1,NA,NA,United Kingdom
GEO,1942,372,1993,3,NA,NA,Georgia
GHA,1942,452,1961,1,NA,NA,Ghana
GIN,1942,438,1960,2,NA,NA,Guinea
GMB,1942,420,2000,1,NA,NA,Gambia
GNB,1942,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1942,411,2001,2,NA,NA,Equatorial Guinea
GRC,1942,350,1984,2,NA,NA,Greece
GTM,1942,90,1960,2,NA,NA,Guatemala
GUY,1942,110,1975,1,NA,NA,Guyana
HND,1942,91,1960,2,NA,NA,Honduras
HRV,1942,344,1991,3,NA,NA,Croatia
HTI,1942,41,1976,2,NA,NA,Haiti
HUN,1942,310,1961,3,NA,NA,Hungary
IDN,1942,850,1999,2,NA,NA,Indonesia
IND,1942,750,1960,1,NA,NA,India
IRL,1942,205,1999,1,NA,NA,Ireland
IRN,1942,630,1964,2,NA,NA,Iran
IRQ,1942,645,1959,2,NA,NA,Iraq
ISR,1942,666,1959,1,NA,NA,Israel
ITA,1942,325,1963,2,NA,NA,Italy
JAM,1942,51,1975,1,NA,NA,Jamaica
JOR,1942,663,1963,2,NA,NA,Jordan
JPN,1942,740,NA,3,NA,NA,Japan
KAZ,1942,705,1999,2,NA,NA,Kazakhstan
KEN,1942,501,2001,1,NA,NA,Kenya
KGZ,1942,703,1992,2,NA,NA,Kyrgyzstan
KHM,1942,811,1999,2,NA,NA,Cambodia
KOR,1942,732,1998,3,NA,NA,South Korea
KWT,1942,690,1966,2,NA,NA,Kuwait
LAO,1942,812,2008,2,NA,NA,Laos
LBN,1942,660,1977,2,NA,NA,Lebanon
LBR,1942,450,1959,1,NA,NA,Liberia
LBY,1942,620,1961,2,NA,NA,Libya
LKA,1942,780,1998,1,NA,NA,Sri Lanka
LSO,1942,570,1998,1,NA,NA,Lesotho
LTU,1942,368,1994,2,NA,NA,Lithuania
LUX,1942,212,2001,2,NA,NA,Luxembourg
LVA,1942,367,1992,3,NA,NA,Latvia
MAR,1942,600,1963,2,NA,NA,Morocco
MDA,1942,359,1996,2,NA,NA,Moldova
MDG,1942,580,1961,2,NA,NA,Madagascar
MEX,1942,70,1961,2,NA,NA,Mexico
MKD,1942,343,1991,2,NA,NA,North Macedonia
MLI,1942,432,1964,2,NA,NA,Mali
MMR,1942,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1942,341,2006,NA,NA,NA,Montenegro
MNG,1942,712,1969,3,NA,NA,Mongolia
MOZ,1942,541,1977,2,NA,NA,Mozambique
MRT,1942,435,1963,2,NA,NA,Mauritania
MUS,1942,590,2002,2,NA,NA,Mauritius
MWI,1942,553,1965,1,NA,NA,Malawi
MYS,1942,820,NA,1,NA,NA,Malaysia
NAM,1942,565,2001,1,NA,NA,Namibia
NER,1942,436,1962,2,NA,NA,Niger
NGA,1942,475,2002,1,NA,NA,Nigeria
NIC,1942,93,1967,2,NA,NA,Nicaragua
NLD,1942,210,1973,2,NA,NA,Netherlands
NOR,1942,385,1959,4,NA,NA,Norway
NPL,1942,790,1974,1,NA,NA,Nepal
NZL,1942,920,1983,1,NA,NA,New Zealand
OMN,1942,698,NA,2,NA,NA,Oman
PAK,1942,770,1961,1,NA,NA,Pakistan
PAN,1942,95,1966,2,NA,NA,Panama
PER,1942,135,1970,2,NA,NA,Peru
PHL,1942,840,1960,2,NA,NA,Philippines
PNG,1942,910,2000,1,NA,NA,Papua New Guinea
POL,1942,290,1961,3,NA,NA,Poland
PRK,1942,NA,NA,NA,NA,NA,North Korea
PRT,1942,235,1959,2,NA,NA,Portugal
PRY,1942,150,1967,2,NA,NA,Paraguay
QAT,1942,694,1976,2,NA,NA,Qatar
ROU,1942,360,1973,2,NA,NA,Romania
RUS,1942,365,1961,2,NA,NA,Russia
RWA,1942,517,1981,2,NA,NA,Rwanda
SAU,1942,670,1978,1,NA,NA,Saudi Arabia
SDN,1942,625,1970,1,NA,NA,Sudan
SEN,1942,433,1967,2,NA,NA,Senegal
SGP,1942,830,NA,1,NA,NA,Singapore
SLB,1942,940,2012,1,NA,NA,Solomon Islands
SLE,1942,451,1966,1,NA,NA,Sierra Leone
SLV,1942,92,1995,2,NA,NA,El Salvador
SOM,1942,520,1961,NA,NA,NA,Somalia
SRB,1942,345,2000,2,NA,NA,Serbia
SSD,1942,626,2012,NA,NA,NA,South Sudan
SUR,1942,115,2017,2,NA,NA,Suriname
SVK,1942,317,1993,3,NA,NA,Slovakia
SVN,1942,349,1992,3,NA,NA,Slovenia
SWE,1942,380,1962,4,NA,NA,Sweden
SWZ,1942,572,1981,1,NA,NA,Eswatini
SYR,1942,652,1960,2,NA,NA,Syria
TCD,1942,483,1966,2,NA,NA,Chad
TGO,1942,461,1983,2,NA,NA,Togo
THA,1942,800,2017,1,NA,NA,Thailand
TJK,1942,702,1993,2,NA,NA,Tajikistan
TKM,1942,701,1997,2,NA,NA,Turkmenistan
TLS,1942,860,2016,NA,NA,NA,Timor-Leste
TTO,1942,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1942,616,1959,2,NA,NA,Tunisia
TUR,1942,640,1967,2,NA,NA,Turkey
TZA,1942,510,2002,1,NA,NA,Tanzania
UGA,1942,500,2005,1,NA,NA,Uganda
UKR,1942,369,1961,2,NA,NA,Ukraine
URY,1942,165,1989,2,NA,NA,Uruguay
USA,1942,2,NA,1,NA,NA,United States
UZB,1942,704,1992,2,NA,NA,Uzbekistan
VEN,1942,101,1971,2,NA,NA,Venezuela
VNM,1942,816,1997,2,NA,NA,Vietnam
YEM,1942,679,1969,2,NA,NA,Yemen
ZAF,1942,560,1997,1,NA,NA,South Africa
ZMB,1942,551,1979,1,NA,NA,Zambia
ZWE,1942,552,1999,1,NA,NA,Zimbabwe
AFG,1943,700,1969,2,NA,NA,Afghanistan
AGO,1943,540,1976,2,NA,NA,Angola
ALB,1943,339,1997,2,NA,NA,Albania
ARE,1943,696,2001,1,NA,NA,United Arab Emirates
ARG,1943,160,1968,2,NA,NA,Argentina
ARM,1943,371,1994,2,NA,NA,Armenia
AUS,1943,900,1973,1,NA,NA,Australia
AUT,1943,305,1973,3,NA,NA,Austria
AZE,1943,373,1992,2,NA,NA,Azerbaijan
BDI,1943,516,1993,2,NA,NA,Burundi
BEL,1943,211,1977,2,NA,NA,Belgium
BEN,1943,434,1961,2,NA,NA,Benin
BFA,1943,439,1962,2,NA,NA,Burkina Faso
BGD,1943,771,1972,1,NA,NA,Bangladesh
BGR,1943,355,1960,3,NA,NA,Bulgaria
BHR,1943,692,2000,1,NA,NA,Bahrain
BIH,1943,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1943,370,1961,3,NA,NA,Belarus
BOL,1943,145,1977,2,NA,NA,Bolivia
BRA,1943,140,1965,2,NA,NA,Brazil
BTN,1943,NA,NA,NA,NA,NA,Bhutan
BWA,1943,571,1997,1,NA,NA,Botswana
CAF,1943,482,1964,2,NA,NA,Central African Republic
CAN,1943,20,1964,1,NA,NA,Canada
CHE,1943,225,1961,3,NA,NA,Switzerland
CHL,1943,155,1971,2,NA,NA,Chile
CHN,1943,710,2006,3,NA,NA,China
CIV,1943,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1943,471,1988,2,NA,NA,Cameroon
COD,1943,490,2001,2,NA,NA,Congo - Kinshasa
COG,1943,484,1999,2,NA,NA,Congo - Brazzaville
COL,1943,100,1969,2,NA,NA,Colombia
COM,1943,581,2004,2,NA,NA,Comoros
CPV,1943,402,1979,2,NA,NA,Cape Verde
CRI,1943,94,1962,2,NA,NA,Costa Rica
CUB,1943,40,1965,NA,NA,NA,Cuba
CYP,1943,352,1968,1,NA,NA,Cyprus
CZE,1943,316,1993,3,NA,NA,Czechia
DEU,1943,255,1961,3,NA,NA,Germany
DJI,1943,522,2005,2,NA,NA,Djibouti
DNK,1943,390,1960,4,NA,NA,Denmark
DOM,1943,42,1964,2,NA,NA,Dominican Republic
DZA,1943,615,1969,2,NA,NA,Algeria
ECU,1943,130,1962,2,NA,NA,Ecuador
EGY,1943,651,1960,2,NA,NA,Egypt
ESP,1943,230,1967,2,NA,NA,Spain
EST,1943,366,2005,3,NA,NA,Estonia
ETH,1943,530,1966,2,NA,NA,Ethiopia
FIN,1943,375,1970,4,NA,NA,Finland
FJI,1943,950,2002,1,NA,NA,Fiji
FRA,1943,220,1981,2,NA,NA,France
GAB,1943,481,1961,2,NA,NA,Gabon
GBR,1943,200,1999,1,NA,NA,United Kingdom
GEO,1943,372,1993,3,NA,NA,Georgia
GHA,1943,452,1961,1,NA,NA,Ghana
GIN,1943,438,1960,2,NA,NA,Guinea
GMB,1943,420,2000,1,NA,NA,Gambia
GNB,1943,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1943,411,2001,2,NA,NA,Equatorial Guinea
GRC,1943,350,1984,2,NA,NA,Greece
GTM,1943,90,1960,2,NA,NA,Guatemala
GUY,1943,110,1975,1,NA,NA,Guyana
HND,1943,91,1960,2,NA,NA,Honduras
HRV,1943,344,1991,3,NA,NA,Croatia
HTI,1943,41,1976,2,NA,NA,Haiti
HUN,1943,310,1961,3,NA,NA,Hungary
IDN,1943,850,1999,2,NA,NA,Indonesia
IND,1943,750,1960,1,NA,NA,India
IRL,1943,205,1999,1,NA,NA,Ireland
IRN,1943,630,1964,2,NA,NA,Iran
IRQ,1943,645,1959,2,NA,NA,Iraq
ISR,1943,666,1959,1,NA,NA,Israel
ITA,1943,325,1963,2,NA,NA,Italy
JAM,1943,51,1975,1,NA,NA,Jamaica
JOR,1943,663,1963,2,NA,NA,Jordan
JPN,1943,740,NA,3,NA,NA,Japan
KAZ,1943,705,1999,2,NA,NA,Kazakhstan
KEN,1943,501,2001,1,NA,NA,Kenya
KGZ,1943,703,1992,2,NA,NA,Kyrgyzstan
KHM,1943,811,1999,2,NA,NA,Cambodia
KOR,1943,732,1998,3,NA,NA,South Korea
KWT,1943,690,1966,2,NA,NA,Kuwait
LAO,1943,812,2008,2,NA,NA,Laos
LBN,1943,660,1977,2,NA,NA,Lebanon
LBR,1943,450,1959,1,NA,NA,Liberia
LBY,1943,620,1961,2,NA,NA,Libya
LKA,1943,780,1998,1,NA,NA,Sri Lanka
LSO,1943,570,1998,1,NA,NA,Lesotho
LTU,1943,368,1994,2,NA,NA,Lithuania
LUX,1943,212,2001,2,NA,NA,Luxembourg
LVA,1943,367,1992,3,NA,NA,Latvia
MAR,1943,600,1963,2,NA,NA,Morocco
MDA,1943,359,1996,2,NA,NA,Moldova
MDG,1943,580,1961,2,NA,NA,Madagascar
MEX,1943,70,1961,2,NA,NA,Mexico
MKD,1943,343,1991,2,NA,NA,North Macedonia
MLI,1943,432,1964,2,NA,NA,Mali
MMR,1943,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1943,341,2006,NA,NA,NA,Montenegro
MNG,1943,712,1969,3,NA,NA,Mongolia
MOZ,1943,541,1977,2,NA,NA,Mozambique
MRT,1943,435,1963,2,NA,NA,Mauritania
MUS,1943,590,2002,2,NA,NA,Mauritius
MWI,1943,553,1965,1,NA,NA,Malawi
MYS,1943,820,NA,1,NA,NA,Malaysia
NAM,1943,565,2001,1,NA,NA,Namibia
NER,1943,436,1962,2,NA,NA,Niger
NGA,1943,475,2002,1,NA,NA,Nigeria
NIC,1943,93,1967,2,NA,NA,Nicaragua
NLD,1943,210,1973,2,NA,NA,Netherlands
NOR,1943,385,1959,4,NA,NA,Norway
NPL,1943,790,1974,1,NA,NA,Nepal
NZL,1943,920,1983,1,NA,NA,New Zealand
OMN,1943,698,NA,2,NA,NA,Oman
PAK,1943,770,1961,1,NA,NA,Pakistan
PAN,1943,95,1966,2,NA,NA,Panama
PER,1943,135,1970,2,NA,NA,Peru
PHL,1943,840,1960,2,NA,NA,Philippines
PNG,1943,910,2000,1,NA,NA,Papua New Guinea
POL,1943,290,1961,3,NA,NA,Poland
PRK,1943,NA,NA,NA,NA,NA,North Korea
PRT,1943,235,1959,2,NA,NA,Portugal
PRY,1943,150,1967,2,NA,NA,Paraguay
QAT,1943,694,1976,2,NA,NA,Qatar
ROU,1943,360,1973,2,NA,NA,Romania
RUS,1943,365,1961,2,NA,NA,Russia
RWA,1943,517,1981,2,NA,NA,Rwanda
SAU,1943,670,1978,1,NA,NA,Saudi Arabia
SDN,1943,625,1970,1,NA,NA,Sudan
SEN,1943,433,1967,2,NA,NA,Senegal
SGP,1943,830,NA,1,NA,NA,Singapore
SLB,1943,940,2012,1,NA,NA,Solomon Islands
SLE,1943,451,1966,1,NA,NA,Sierra Leone
SLV,1943,92,1995,2,NA,NA,El Salvador
SOM,1943,520,1961,NA,NA,NA,Somalia
SRB,1943,345,2000,2,NA,NA,Serbia
SSD,1943,626,2012,NA,NA,NA,South Sudan
SUR,1943,115,2017,2,NA,NA,Suriname
SVK,1943,317,1993,3,NA,NA,Slovakia
SVN,1943,349,1992,3,NA,NA,Slovenia
SWE,1943,380,1962,4,NA,NA,Sweden
SWZ,1943,572,1981,1,NA,NA,Eswatini
SYR,1943,652,1960,2,NA,NA,Syria
TCD,1943,483,1966,2,NA,NA,Chad
TGO,1943,461,1983,2,NA,NA,Togo
THA,1943,800,2017,1,NA,NA,Thailand
TJK,1943,702,1993,2,NA,NA,Tajikistan
TKM,1943,701,1997,2,NA,NA,Turkmenistan
TLS,1943,860,2016,NA,NA,NA,Timor-Leste
TTO,1943,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1943,616,1959,2,NA,NA,Tunisia
TUR,1943,640,1967,2,NA,NA,Turkey
TZA,1943,510,2002,1,NA,NA,Tanzania
