"","iso3","year","cow_code","region","confidence","toa","country_names"
"10786","RUS",1945,365,"Central and Eastern Europe","Medium",1912,"Russia"
"10787","RWA",1945,517,"Africa",NA,NA,"Rwanda"
"10788","SAU",1945,670,"Western Asia",NA,NA,"Saudi Arabia"
"10789","SDN",1945,625,"Africa",NA,NA,"Sudan"
"10790","SEN",1945,433,"Africa",NA,NA,"Senegal"
"10791","SGP",1945,830,"South-eastern Asia","Medium",1959,"Singapore"
"10792","SLB",1945,940,"Oceania",NA,NA,"Solomon Islands"
"10793","SLE",1945,451,"Africa",NA,NA,"Sierra Leone"
"10794","SLV",1945,92,"Americas","High",1949,"El Salvador"
"10795","SOM",1945,NA,NA,NA,NA,"Somalia"
"10796","SRB",1945,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"10797","SSD",1945,626,"Africa",NA,NA,"South Sudan"
"10798","SUR",1945,115,"Americas","Medium",NA,"Suriname"
"10799","SVK",1945,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"10800","SVN",1945,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"10801","SWE",1945,380,"Northern Europe","Medium",1928,"Sweden"
"10802","SWZ",1945,572,"Africa",NA,NA,"Eswatini"
"10803","SYR",1945,652,"Western Asia",NA,NA,"Syria"
"10804","TCD",1945,483,"Africa",NA,NA,"Chad"
"10805","TGO",1945,461,"Africa",NA,NA,"Togo"
"10806","THA",1945,800,"South-eastern Asia","Medium",1974,"Thailand"
"10807","TJK",1945,702,"Central Asia","Low",1922,"Tajikistan"
"10808","TKM",1945,701,"Central Asia","Low",1922,"Turkmenistan"
"10809","TLS",1945,860,"Asia","(very) Low",1999,"Timor-Leste"
"10810","TTO",1945,52,"Americas","High",1951,"Trinidad & Tobago"
"10811","TUN",1945,616,"Africa","High",1991,"Tunisia"
"10812","TUR",1945,640,"Western Asia","Low",1946,"Turkey"
"10813","TZA",1945,510,"Africa",NA,NA,"Tanzania"
"10814","UGA",1945,500,"Africa",NA,NA,"Uganda"
"10815","UKR",1945,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"10816","URY",1945,165,"Americas","High",1931,"Uruguay"
"10817","USA",1945,2,"Americas","High",1965,"United States"
"10818","UZB",1945,704,"Central Asia","Low",1922,"Uzbekistan"
"10819","VEN",1945,101,"Americas","High",1912,"Venezuela"
"10820","VNM",1945,816,"South-eastern Asia","Medium",1976,"Vietnam"
"10821","YEM",1945,679,"Western Asia",NA,NA,"Yemen"
"10822","ZAF",1945,560,"Africa",NA,NA,"South Africa"
"10823","ZMB",1945,551,"Africa",NA,NA,"Zambia"
"10824","ZWE",1945,552,"Africa",NA,NA,"Zimbabwe"
"10825","AFG",1946,700,"Southern Asia",NA,NA,"Afghanistan"
"10826","AGO",1946,540,"Africa","Low",1975,"Angola"
"10827","ALB",1946,339,"Central and Eastern Europe","Medium",1946,"Albania"
"10828","ARE",1946,696,"Western Asia",NA,NA,"United Arab Emirates"
"10829","ARG",1946,160,"Americas","High",1944,"Argentina"
"10830","ARM",1946,371,"Central and Eastern Europe","Low",1912,"Armenia"
"10831","AUS",1946,900,"Oceania","Medium",1953,"Australia"
"10832","AUT",1946,305,"Western Europe","High",1888,"Austria"
"10833","AZE",1946,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"10834","BDI",1946,516,"Africa",NA,NA,"Burundi"
"10835","BEL",1946,211,"Western Europe",NA,NA,"Belgium"
"10836","BEN",1946,434,"Africa",NA,NA,"Benin"
"10837","BFA",1946,439,"Africa",NA,NA,"Burkina Faso"
"10838","BGD",1946,771,"Southern Asia","Low",1947,"Bangladesh"
"10839","BGR",1946,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"10840","BHR",1946,692,"Western Asia",NA,NA,"Bahrain"
"10841","BIH",1946,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"10842","BLR",1946,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"10843","BOL",1946,145,"Americas","High",1938,"Bolivia"
"10844","BRA",1946,140,"Americas","High",1923,"Brazil"
"10845","BTN",1946,760,"Southern Asia","Medium",1961,"Bhutan"
"10846","BWA",1946,571,"Africa",NA,NA,"Botswana"
"10847","CAF",1946,482,"Africa",NA,NA,"Central African Republic"
"10848","CAN",1946,20,"Americas","High",1958,"Canada"
"10849","CHE",1946,225,"Western Europe","Medium",1911,"Switzerland"
"10850","CHL",1946,155,"Americas","High",1924,"Chile"
"10851","CHN",1946,710,"Eastern Asia","High",1951,"China"
"10852","CIV",1946,437,"Africa",NA,NA,"Côte d’Ivoire"
"10853","CMR",1946,471,"Africa",NA,NA,"Cameroon"
"10854","COD",1946,490,"Africa","High",1984,"Congo - Kinshasa"
"10855","COG",1946,484,"Africa",NA,NA,"Congo - Brazzaville"
"10856","COL",1946,100,"Americas","High",1938,"Colombia"
"10857","COM",1946,NA,NA,NA,NA,"Comoros"
"10858","CPV",1946,402,"Africa","(very) Low",1978,"Cape Verde"
"10859","CRI",1946,94,"Americas","High",1941,"Costa Rica"
"10860","CUB",1946,40,"Americas","High",1909,"Cuba"
"10861","CYP",1946,352,"Western Asia","Medium",1957,"Cyprus"
"10862","CZE",1946,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"10863","DEU",1946,255,"Western Europe","High",1883,"Germany"
"10864","DJI",1946,522,"Africa",NA,NA,"Djibouti"
"10865","DNK",1946,390,"Northern Europe","Low",1892,"Denmark"
"10866","DOM",1946,42,"Americas","High",1947,"Dominican Republic"
"10867","DZA",1946,615,"Africa","High",1976,"Algeria"
"10868","ECU",1946,130,"Americas","High",1935,"Ecuador"
"10869","EGY",1946,NA,NA,NA,NA,"Egypt"
"10870","ESP",1946,230,"Europe","Medium",1883,"Spain"
"10871","EST",1946,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"10872","ETH",1946,530,"Africa",NA,NA,"Ethiopia"
"10873","FIN",1946,375,"Northern Europe","Low",1963,"Finland"
"10874","FJI",1946,950,"Oceania","Low",1977,"Fiji"
"10875","FRA",1946,220,"Western Europe","Medium",1893,"France"
"10876","GAB",1946,481,"Africa",NA,NA,"Gabon"
"10877","GBR",1946,200,"Western Europe","High",1911,"United Kingdom"
"10878","GEO",1946,372,"Central and Eastern Europe","Low",1912,"Georgia"
"10879","GHA",1946,NA,NA,NA,NA,"Ghana"
"10880","GIN",1946,438,"Africa",NA,NA,"Guinea"
"10881","GMB",1946,420,"Africa",NA,NA,"Gambia"
"10882","GNB",1946,404,"Africa","Low",1993,"Guinea-Bissau"
"10883","GNQ",1946,411,"Africa","Low",NA,"Equatorial Guinea"
"10884","GRC",1946,350,"Southern Europe","Medium",1922,"Greece"
"10885","GTM",1946,90,"Americas","High",1944,"Guatemala"
"10886","GUY",1946,110,"Americas","Medium",NA,"Guyana"
"10887","HND",1946,91,"Americas","High",1959,"Honduras"
"10888","HRV",1946,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"10889","HTI",1946,41,"Americas","High",1948,"Haiti"
"10890","HUN",1946,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"10891","IDN",1946,850,"South-eastern Asia","Medium",1949,"Indonesia"
"10892","IND",1946,750,"Southern Asia","Low",1947,"India"
"10893","IRL",1946,205,"Western Europe",NA,NA,"Ireland"
"10894","IRN",1946,630,"Southern Asia","Medium",1955,"Iran"
"10895","IRQ",1946,645,"Western Asia",NA,NA,"Iraq"
"10896","ISR",1946,666,"Western Asia","Low",1948,"Israel"
"10897","ITA",1946,325,"Southern Europe","Medium",1923,"Italy"
"10898","JAM",1946,51,"Americas","High",1965,"Jamaica"
"10899","JOR",1946,663,"Western Asia",NA,NA,"Jordan"
"10900","JPN",1946,740,"Eastern Asia","High",1922,"Japan"
"10901","KAZ",1946,705,"Central Asia","Low",1922,"Kazakhstan"
"10902","KEN",1946,501,"Africa",NA,NA,"Kenya"
"10903","KGZ",1946,703,"Central Asia","Low",1922,"Kyrgyzstan"
"10904","KHM",1946,811,"South-eastern Asia","Low",1955,"Cambodia"
"10905","KOR",1946,732,"Eastern Asia","Medium",1976,"South Korea"
"10906","KWT",1946,690,"Western Asia",NA,NA,"Kuwait"
"10907","LAO",1946,812,"South-eastern Asia","Medium",1975,"Laos"
"10908","LBN",1946,660,"Western Asia",NA,NA,"Lebanon"
"10909","LBR",1946,450,"Africa",NA,NA,"Liberia"
"10910","LBY",1946,NA,NA,NA,NA,"Libya"
"10911","LKA",1946,780,"Southern Asia","Medium",1948,"Sri Lanka"
"10912","LSO",1946,570,"Africa",NA,NA,"Lesotho"
"10913","LTU",1946,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"10914","LUX",1946,212,"Western Europe",NA,NA,"Luxembourg"
"10915","LVA",1946,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"10916","MAR",1946,600,"Africa",NA,NA,"Morocco"
"10917","MDA",1946,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"10918","MDG",1946,580,"Africa",NA,NA,"Madagascar"
"10919","MEX",1946,70,"Americas","High",1943,"Mexico"
"10920","MKD",1946,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"10921","MLI",1946,432,"Africa","Low",1970,"Mali"
"10922","MMR",1946,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"10923","MNE",1946,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"10924","MNG",1946,712,"Eastern Asia","Medium",1921,"Mongolia"
"10925","MOZ",1946,541,"Africa","Low",1975,"Mozambique"
"10926","MRT",1946,NA,NA,NA,NA,"Mauritania"
"10927","MUS",1946,590,"Africa",NA,NA,"Mauritius"
"10928","MWI",1946,553,"Africa",NA,NA,"Malawi"
"10929","MYS",1946,820,"South-eastern Asia","Medium",1957,"Malaysia"
"10930","NAM",1946,565,"Africa",NA,NA,"Namibia"
"10931","NER",1946,436,"Africa",NA,NA,"Niger"
"10932","NGA",1946,475,"Africa",NA,NA,"Nigeria"
"10933","NIC",1946,93,"Americas","High",1956,"Nicaragua"
"10934","NLD",1946,210,"Western Europe","Medium",1941,"Netherlands"
"10935","NOR",1946,385,"Northern Europe","Medium",1912,"Norway"
"10936","NPL",1946,790,"Southern Asia",NA,NA,"Nepal"
"10937","NZL",1946,920,"Oceania","Medium",1906,"New Zealand"
"10938","OMN",1946,698,"Western Asia",NA,NA,"Oman"
"10939","PAK",1946,770,"Southern Asia","Low",1947,"Pakistan"
"10940","PAN",1946,95,"Americas","High",1941,"Panama"
"10941","PER",1946,135,"Americas","High",1935,"Peru"
"10942","PHL",1946,840,"South-eastern Asia","Medium",1954,"Philippines"
"10943","PNG",1946,910,"Oceania","Low",1977,"Papua New Guinea"
"10944","POL",1946,290,"Central and Eastern Europe","Medium",1920,"Poland"
"10945","PRK",1946,731,"Eastern Asia","Medium",1946,"North Korea"
"10946","PRT",1946,235,"Europe","Medium",1889,"Portugal"
"10947","PRY",1946,150,"Americas","High",1936,"Paraguay"
"10948","QAT",1946,694,"Western Asia",NA,NA,"Qatar"
"10949","ROU",1946,360,"Central and Eastern Europe","Medium",1933,"Romania"
"10950","RUS",1946,365,"Central and Eastern Europe","Medium",1912,"Russia"
"10951","RWA",1946,517,"Africa",NA,NA,"Rwanda"
"10952","SAU",1946,670,"Western Asia",NA,NA,"Saudi Arabia"
"10953","SDN",1946,625,"Africa",NA,NA,"Sudan"
"10954","SEN",1946,433,"Africa",NA,NA,"Senegal"
"10955","SGP",1946,830,"South-eastern Asia","Medium",1959,"Singapore"
"10956","SLB",1946,940,"Oceania",NA,NA,"Solomon Islands"
"10957","SLE",1946,451,"Africa",NA,NA,"Sierra Leone"
"10958","SLV",1946,92,"Americas","High",1949,"El Salvador"
"10959","SOM",1946,NA,NA,NA,NA,"Somalia"
"10960","SRB",1946,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"10961","SSD",1946,626,"Africa",NA,NA,"South Sudan"
"10962","SUR",1946,115,"Americas","Medium",NA,"Suriname"
"10963","SVK",1946,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"10964","SVN",1946,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"10965","SWE",1946,380,"Northern Europe","Medium",1928,"Sweden"
"10966","SWZ",1946,572,"Africa",NA,NA,"Eswatini"
"10967","SYR",1946,652,"Western Asia",NA,NA,"Syria"
"10968","TCD",1946,483,"Africa",NA,NA,"Chad"
"10969","TGO",1946,461,"Africa",NA,NA,"Togo"
"10970","THA",1946,800,"South-eastern Asia","Medium",1974,"Thailand"
"10971","TJK",1946,702,"Central Asia","Low",1922,"Tajikistan"
"10972","TKM",1946,701,"Central Asia","Low",1922,"Turkmenistan"
"10973","TLS",1946,860,"Asia","(very) Low",1999,"Timor-Leste"
"10974","TTO",1946,52,"Americas","High",1951,"Trinidad & Tobago"
"10975","TUN",1946,616,"Africa","High",1991,"Tunisia"
"10976","TUR",1946,640,"Western Asia","Low",1946,"Turkey"
"10977","TZA",1946,510,"Africa",NA,NA,"Tanzania"
"10978","UGA",1946,500,"Africa",NA,NA,"Uganda"
"10979","UKR",1946,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"10980","URY",1946,165,"Americas","High",1931,"Uruguay"
"10981","USA",1946,2,"Americas","High",1965,"United States"
"10982","UZB",1946,704,"Central Asia","Low",1922,"Uzbekistan"
"10983","VEN",1946,101,"Americas","High",1912,"Venezuela"
"10984","VNM",1946,816,"South-eastern Asia","Medium",1976,"Vietnam"
"10985","YEM",1946,679,"Western Asia",NA,NA,"Yemen"
"10986","ZAF",1946,560,"Africa",NA,NA,"South Africa"
"10987","ZMB",1946,551,"Africa",NA,NA,"Zambia"
"10988","ZWE",1946,552,"Africa",NA,NA,"Zimbabwe"
"10989","AFG",1947,700,"Southern Asia",NA,NA,"Afghanistan"
"10990","AGO",1947,540,"Africa","Low",1975,"Angola"
"10991","ALB",1947,339,"Central and Eastern Europe","Medium",1946,"Albania"
"10992","ARE",1947,696,"Western Asia",NA,NA,"United Arab Emirates"
"10993","ARG",1947,160,"Americas","High",1944,"Argentina"
"10994","ARM",1947,371,"Central and Eastern Europe","Low",1912,"Armenia"
"10995","AUS",1947,900,"Oceania","Medium",1953,"Australia"
"10996","AUT",1947,305,"Western Europe","High",1888,"Austria"
"10997","AZE",1947,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"10998","BDI",1947,516,"Africa",NA,NA,"Burundi"
"10999","BEL",1947,211,"Western Europe",NA,NA,"Belgium"
"11000","BEN",1947,434,"Africa",NA,NA,"Benin"
"11001","BFA",1947,439,"Africa",NA,NA,"Burkina Faso"
"11002","BGD",1947,771,"Southern Asia","Low",1947,"Bangladesh"
"11003","BGR",1947,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"11004","BHR",1947,692,"Western Asia",NA,NA,"Bahrain"
"11005","BIH",1947,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"11006","BLR",1947,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"11007","BOL",1947,145,"Americas","High",1938,"Bolivia"
"11008","BRA",1947,140,"Americas","High",1923,"Brazil"
"11009","BTN",1947,760,"Southern Asia","Medium",1961,"Bhutan"
"11010","BWA",1947,571,"Africa",NA,NA,"Botswana"
"11011","CAF",1947,482,"Africa",NA,NA,"Central African Republic"
"11012","CAN",1947,20,"Americas","High",1958,"Canada"
"11013","CHE",1947,225,"Western Europe","Medium",1911,"Switzerland"
"11014","CHL",1947,155,"Americas","High",1924,"Chile"
"11015","CHN",1947,710,"Eastern Asia","High",1951,"China"
"11016","CIV",1947,437,"Africa",NA,NA,"Côte d’Ivoire"
"11017","CMR",1947,471,"Africa",NA,NA,"Cameroon"
"11018","COD",1947,490,"Africa","High",1984,"Congo - Kinshasa"
"11019","COG",1947,484,"Africa",NA,NA,"Congo - Brazzaville"
"11020","COL",1947,100,"Americas","High",1938,"Colombia"
"11021","COM",1947,NA,NA,NA,NA,"Comoros"
"11022","CPV",1947,402,"Africa","(very) Low",1978,"Cape Verde"
"11023","CRI",1947,94,"Americas","High",1941,"Costa Rica"
"11024","CUB",1947,40,"Americas","High",1909,"Cuba"
"11025","CYP",1947,352,"Western Asia","Medium",1957,"Cyprus"
"11026","CZE",1947,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"11027","DEU",1947,255,"Western Europe","High",1883,"Germany"
"11028","DJI",1947,522,"Africa",NA,NA,"Djibouti"
"11029","DNK",1947,390,"Northern Europe","Low",1892,"Denmark"
"11030","DOM",1947,42,"Americas","High",1947,"Dominican Republic"
"11031","DZA",1947,615,"Africa","High",1976,"Algeria"
"11032","ECU",1947,130,"Americas","High",1935,"Ecuador"
"11033","EGY",1947,NA,NA,NA,NA,"Egypt"
"11034","ESP",1947,230,"Europe","Medium",1883,"Spain"
"11035","EST",1947,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"11036","ETH",1947,530,"Africa",NA,NA,"Ethiopia"
"11037","FIN",1947,375,"Northern Europe","Low",1963,"Finland"
"11038","FJI",1947,950,"Oceania","Low",1977,"Fiji"
"11039","FRA",1947,220,"Western Europe","Medium",1893,"France"
"11040","GAB",1947,481,"Africa",NA,NA,"Gabon"
"11041","GBR",1947,200,"Western Europe","High",1911,"United Kingdom"
"11042","GEO",1947,372,"Central and Eastern Europe","Low",1912,"Georgia"
"11043","GHA",1947,NA,NA,NA,NA,"Ghana"
"11044","GIN",1947,438,"Africa",NA,NA,"Guinea"
"11045","GMB",1947,420,"Africa",NA,NA,"Gambia"
"11046","GNB",1947,404,"Africa","Low",1993,"Guinea-Bissau"
"11047","GNQ",1947,411,"Africa","Low",NA,"Equatorial Guinea"
"11048","GRC",1947,350,"Southern Europe","Medium",1922,"Greece"
"11049","GTM",1947,90,"Americas","High",1944,"Guatemala"
"11050","GUY",1947,110,"Americas","Medium",NA,"Guyana"
"11051","HND",1947,91,"Americas","High",1959,"Honduras"
"11052","HRV",1947,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"11053","HTI",1947,41,"Americas","High",1948,"Haiti"
"11054","HUN",1947,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"11055","IDN",1947,850,"South-eastern Asia","Medium",1949,"Indonesia"
"11056","IND",1947,750,"Southern Asia","Low",1947,"India"
"11057","IRL",1947,205,"Western Europe",NA,NA,"Ireland"
"11058","IRN",1947,630,"Southern Asia","Medium",1955,"Iran"
"11059","IRQ",1947,645,"Western Asia",NA,NA,"Iraq"
"11060","ISR",1947,666,"Western Asia","Low",1948,"Israel"
"11061","ITA",1947,325,"Southern Europe","Medium",1923,"Italy"
"11062","JAM",1947,51,"Americas","High",1965,"Jamaica"
"11063","JOR",1947,663,"Western Asia",NA,NA,"Jordan"
"11064","JPN",1947,740,"Eastern Asia","High",1922,"Japan"
"11065","KAZ",1947,705,"Central Asia","Low",1922,"Kazakhstan"
"11066","KEN",1947,501,"Africa",NA,NA,"Kenya"
"11067","KGZ",1947,703,"Central Asia","Low",1922,"Kyrgyzstan"
"11068","KHM",1947,811,"South-eastern Asia","Low",1955,"Cambodia"
"11069","KOR",1947,732,"Eastern Asia","Medium",1976,"South Korea"
"11070","KWT",1947,690,"Western Asia",NA,NA,"Kuwait"
"11071","LAO",1947,812,"South-eastern Asia","Medium",1975,"Laos"
"11072","LBN",1947,660,"Western Asia",NA,NA,"Lebanon"
"11073","LBR",1947,450,"Africa",NA,NA,"Liberia"
"11074","LBY",1947,NA,NA,NA,NA,"Libya"
"11075","LKA",1947,780,"Southern Asia","Medium",1948,"Sri Lanka"
"11076","LSO",1947,570,"Africa",NA,NA,"Lesotho"
"11077","LTU",1947,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"11078","LUX",1947,212,"Western Europe",NA,NA,"Luxembourg"
"11079","LVA",1947,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"11080","MAR",1947,600,"Africa",NA,NA,"Morocco"
"11081","MDA",1947,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"11082","MDG",1947,580,"Africa",NA,NA,"Madagascar"
"11083","MEX",1947,70,"Americas","High",1943,"Mexico"
"11084","MKD",1947,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"11085","MLI",1947,432,"Africa","Low",1970,"Mali"
"11086","MMR",1947,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"11087","MNE",1947,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"11088","MNG",1947,712,"Eastern Asia","Medium",1921,"Mongolia"
"11089","MOZ",1947,541,"Africa","Low",1975,"Mozambique"
"11090","MRT",1947,NA,NA,NA,NA,"Mauritania"
"11091","MUS",1947,590,"Africa",NA,NA,"Mauritius"
"11092","MWI",1947,553,"Africa",NA,NA,"Malawi"
"11093","MYS",1947,820,"South-eastern Asia","Medium",1957,"Malaysia"
"11094","NAM",1947,565,"Africa",NA,NA,"Namibia"
"11095","NER",1947,436,"Africa",NA,NA,"Niger"
"11096","NGA",1947,475,"Africa",NA,NA,"Nigeria"
"11097","NIC",1947,93,"Americas","High",1956,"Nicaragua"
"11098","NLD",1947,210,"Western Europe","Medium",1941,"Netherlands"
"11099","NOR",1947,385,"Northern Europe","Medium",1912,"Norway"
"11100","NPL",1947,790,"Southern Asia",NA,NA,"Nepal"
"11101","NZL",1947,920,"Oceania","Medium",1906,"New Zealand"
"11102","OMN",1947,698,"Western Asia",NA,NA,"Oman"
"11103","PAK",1947,770,"Southern Asia","Low",1947,"Pakistan"
"11104","PAN",1947,95,"Americas","High",1941,"Panama"
"11105","PER",1947,135,"Americas","High",1935,"Peru"
"11106","PHL",1947,840,"South-eastern Asia","Medium",1954,"Philippines"
"11107","PNG",1947,910,"Oceania","Low",1977,"Papua New Guinea"
"11108","POL",1947,290,"Central and Eastern Europe","Medium",1920,"Poland"
"11109","PRK",1947,731,"Eastern Asia","Medium",1946,"North Korea"
"11110","PRT",1947,235,"Europe","Medium",1889,"Portugal"
"11111","PRY",1947,150,"Americas","High",1936,"Paraguay"
"11112","QAT",1947,694,"Western Asia",NA,NA,"Qatar"
"11113","ROU",1947,360,"Central and Eastern Europe","Medium",1933,"Romania"
"11114","RUS",1947,365,"Central and Eastern Europe","Medium",1912,"Russia"
"11115","RWA",1947,517,"Africa",NA,NA,"Rwanda"
"11116","SAU",1947,670,"Western Asia",NA,NA,"Saudi Arabia"
"11117","SDN",1947,625,"Africa",NA,NA,"Sudan"
"11118","SEN",1947,433,"Africa",NA,NA,"Senegal"
"11119","SGP",1947,830,"South-eastern Asia","Medium",1959,"Singapore"
"11120","SLB",1947,940,"Oceania",NA,NA,"Solomon Islands"
"11121","SLE",1947,451,"Africa",NA,NA,"Sierra Leone"
"11122","SLV",1947,92,"Americas","High",1949,"El Salvador"
"11123","SOM",1947,NA,NA,NA,NA,"Somalia"
"11124","SRB",1947,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"11125","SSD",1947,626,"Africa",NA,NA,"South Sudan"
"11126","SUR",1947,115,"Americas","Medium",NA,"Suriname"
"11127","SVK",1947,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"11128","SVN",1947,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"11129","SWE",1947,380,"Northern Europe","Medium",1928,"Sweden"
"11130","SWZ",1947,572,"Africa",NA,NA,"Eswatini"
"11131","SYR",1947,652,"Western Asia",NA,NA,"Syria"
"11132","TCD",1947,483,"Africa",NA,NA,"Chad"
"11133","TGO",1947,461,"Africa",NA,NA,"Togo"
"11134","THA",1947,800,"South-eastern Asia","Medium",1974,"Thailand"
"11135","TJK",1947,702,"Central Asia","Low",1922,"Tajikistan"
"11136","TKM",1947,701,"Central Asia","Low",1922,"Turkmenistan"
"11137","TLS",1947,860,"Asia","(very) Low",1999,"Timor-Leste"
"11138","TTO",1947,52,"Americas","High",1951,"Trinidad & Tobago"
"11139","TUN",1947,616,"Africa","High",1991,"Tunisia"
"11140","TUR",1947,640,"Western Asia","Low",1946,"Turkey"
"11141","TZA",1947,510,"Africa",NA,NA,"Tanzania"
"11142","UGA",1947,500,"Africa",NA,NA,"Uganda"
"11143","UKR",1947,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"11144","URY",1947,165,"Americas","High",1931,"Uruguay"
"11145","USA",1947,2,"Americas","High",1965,"United States"
"11146","UZB",1947,704,"Central Asia","Low",1922,"Uzbekistan"
"11147","VEN",1947,101,"Americas","High",1912,"Venezuela"
"11148","VNM",1947,816,"South-eastern Asia","Medium",1976,"Vietnam"
"11149","YEM",1947,679,"Western Asia",NA,NA,"Yemen"
"11150","ZAF",1947,560,"Africa",NA,NA,"South Africa"
"11151","ZMB",1947,551,"Africa",NA,NA,"Zambia"
"11152","ZWE",1947,552,"Africa",NA,NA,"Zimbabwe"
"11153","AFG",1948,700,"Southern Asia",NA,NA,"Afghanistan"
"11154","AGO",1948,540,"Africa","Low",1975,"Angola"
"11155","ALB",1948,339,"Central and Eastern Europe","Medium",1946,"Albania"
"11156","ARE",1948,696,"Western Asia",NA,NA,"United Arab Emirates"
"11157","ARG",1948,160,"Americas","High",1944,"Argentina"
"11158","ARM",1948,371,"Central and Eastern Europe","Low",1912,"Armenia"
"11159","AUS",1948,900,"Oceania","Medium",1953,"Australia"
"11160","AUT",1948,305,"Western Europe","High",1888,"Austria"
"11161","AZE",1948,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"11162","BDI",1948,516,"Africa",NA,NA,"Burundi"
"11163","BEL",1948,211,"Western Europe",NA,NA,"Belgium"
"11164","BEN",1948,434,"Africa",NA,NA,"Benin"
"11165","BFA",1948,439,"Africa",NA,NA,"Burkina Faso"
"11166","BGD",1948,771,"Southern Asia","Low",1947,"Bangladesh"
"11167","BGR",1948,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"11168","BHR",1948,692,"Western Asia",NA,NA,"Bahrain"
"11169","BIH",1948,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"11170","BLR",1948,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"11171","BOL",1948,145,"Americas","High",1938,"Bolivia"
"11172","BRA",1948,140,"Americas","High",1923,"Brazil"
"11173","BTN",1948,760,"Southern Asia","Medium",1961,"Bhutan"
"11174","BWA",1948,571,"Africa",NA,NA,"Botswana"
"11175","CAF",1948,482,"Africa",NA,NA,"Central African Republic"
"11176","CAN",1948,20,"Americas","High",1958,"Canada"
"11177","CHE",1948,225,"Western Europe","Medium",1911,"Switzerland"
"11178","CHL",1948,155,"Americas","High",1924,"Chile"
"11179","CHN",1948,710,"Eastern Asia","High",1951,"China"
"11180","CIV",1948,437,"Africa",NA,NA,"Côte d’Ivoire"
"11181","CMR",1948,471,"Africa",NA,NA,"Cameroon"
"11182","COD",1948,490,"Africa","High",1984,"Congo - Kinshasa"
"11183","COG",1948,484,"Africa",NA,NA,"Congo - Brazzaville"
"11184","COL",1948,100,"Americas","High",1938,"Colombia"
"11185","COM",1948,NA,NA,NA,NA,"Comoros"
"11186","CPV",1948,402,"Africa","(very) Low",1978,"Cape Verde"
"11187","CRI",1948,94,"Americas","High",1941,"Costa Rica"
"11188","CUB",1948,40,"Americas","High",1909,"Cuba"
"11189","CYP",1948,352,"Western Asia","Medium",1957,"Cyprus"
"11190","CZE",1948,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"11191","DEU",1948,255,"Western Europe","High",1883,"Germany"
"11192","DJI",1948,522,"Africa",NA,NA,"Djibouti"
"11193","DNK",1948,390,"Northern Europe","Low",1892,"Denmark"
"11194","DOM",1948,42,"Americas","High",1947,"Dominican Republic"
"11195","DZA",1948,615,"Africa","High",1976,"Algeria"
"11196","ECU",1948,130,"Americas","High",1935,"Ecuador"
"11197","EGY",1948,NA,NA,NA,NA,"Egypt"
"11198","ESP",1948,230,"Europe","Medium",1883,"Spain"
