"","iso3","year","cow_code","region","confidence","toa","country_names"
"6725","AFG",1921,700,"Southern Asia",NA,NA,"Afghanistan"
"6726","AGO",1921,540,"Africa","Low",1975,"Angola"
"6727","ALB",1921,339,"Central and Eastern Europe","Medium",1946,"Albania"
"6728","ARE",1921,696,"Western Asia",NA,NA,"United Arab Emirates"
"6729","ARG",1921,160,"Americas","High",1944,"Argentina"
"6730","ARM",1921,371,"Central and Eastern Europe","Low",1912,"Armenia"
"6731","AUS",1921,900,"Oceania","Medium",1953,"Australia"
"6732","AUT",1921,305,"Western Europe","High",1888,"Austria"
"6733","AZE",1921,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"6734","BDI",1921,516,"Africa",NA,NA,"Burundi"
"6735","BEL",1921,211,"Western Europe",NA,NA,"Belgium"
"6736","BEN",1921,434,"Africa",NA,NA,"Benin"
"6737","BFA",1921,439,"Africa",NA,NA,"Burkina Faso"
"6738","BGD",1921,771,"Southern Asia","Low",1947,"Bangladesh"
"6739","BGR",1921,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"6740","BHR",1921,692,"Western Asia",NA,NA,"Bahrain"
"6741","BIH",1921,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"6742","BLR",1921,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"6743","BOL",1921,145,"Americas","High",1938,"Bolivia"
"6744","BRA",1921,140,"Americas","High",1923,"Brazil"
"6745","BTN",1921,760,"Southern Asia","Medium",1961,"Bhutan"
"6746","BWA",1921,571,"Africa",NA,NA,"Botswana"
"6747","CAF",1921,482,"Africa",NA,NA,"Central African Republic"
"6748","CAN",1921,20,"Americas","High",1958,"Canada"
"6749","CHE",1921,225,"Western Europe","Medium",1911,"Switzerland"
"6750","CHL",1921,155,"Americas","High",1924,"Chile"
"6751","CHN",1921,710,"Eastern Asia","High",1951,"China"
"6752","CIV",1921,437,"Africa",NA,NA,"Côte d’Ivoire"
"6753","CMR",1921,471,"Africa",NA,NA,"Cameroon"
"6754","COD",1921,490,"Africa","High",1984,"Congo - Kinshasa"
"6755","COG",1921,484,"Africa",NA,NA,"Congo - Brazzaville"
"6756","COL",1921,100,"Americas","High",1938,"Colombia"
"6757","COM",1921,NA,NA,NA,NA,"Comoros"
"6758","CPV",1921,402,"Africa","(very) Low",1978,"Cape Verde"
"6759","CRI",1921,94,"Americas","High",1941,"Costa Rica"
"6760","CUB",1921,40,"Americas","High",1909,"Cuba"
"6761","CYP",1921,352,"Western Asia","Medium",1957,"Cyprus"
"6762","CZE",1921,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"6763","DEU",1921,255,"Western Europe","High",1883,"Germany"
"6764","DJI",1921,522,"Africa",NA,NA,"Djibouti"
"6765","DNK",1921,390,"Northern Europe","Low",1892,"Denmark"
"6766","DOM",1921,42,"Americas","High",1947,"Dominican Republic"
"6767","DZA",1921,615,"Africa","High",1976,"Algeria"
"6768","ECU",1921,130,"Americas","High",1935,"Ecuador"
"6769","EGY",1921,NA,NA,NA,NA,"Egypt"
"6770","ESP",1921,230,"Europe","Medium",1883,"Spain"
"6771","EST",1921,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"6772","ETH",1921,530,"Africa",NA,NA,"Ethiopia"
"6773","FIN",1921,375,"Northern Europe","Low",1963,"Finland"
"6774","FJI",1921,950,"Oceania","Low",1977,"Fiji"
"6775","FRA",1921,220,"Western Europe","Medium",1893,"France"
"6776","GAB",1921,481,"Africa",NA,NA,"Gabon"
"6777","GBR",1921,200,"Western Europe","High",1911,"United Kingdom"
"6778","GEO",1921,372,"Central and Eastern Europe","Low",1912,"Georgia"
"6779","GHA",1921,NA,NA,NA,NA,"Ghana"
"6780","GIN",1921,438,"Africa",NA,NA,"Guinea"
"6781","GMB",1921,420,"Africa",NA,NA,"Gambia"
"6782","GNB",1921,404,"Africa","Low",1993,"Guinea-Bissau"
"6783","GNQ",1921,411,"Africa","Low",NA,"Equatorial Guinea"
"6784","GRC",1921,350,"Southern Europe","Medium",1922,"Greece"
"6785","GTM",1921,90,"Americas","High",1944,"Guatemala"
"6786","GUY",1921,110,"Americas","Medium",NA,"Guyana"
"6787","HND",1921,91,"Americas","High",1959,"Honduras"
"6788","HRV",1921,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"6789","HTI",1921,41,"Americas","High",1948,"Haiti"
"6790","HUN",1921,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"6791","IDN",1921,850,"South-eastern Asia","Medium",1949,"Indonesia"
"6792","IND",1921,750,"Southern Asia","Low",1947,"India"
"6793","IRL",1921,205,"Western Europe",NA,NA,"Ireland"
"6794","IRN",1921,630,"Southern Asia","Medium",1955,"Iran"
"6795","IRQ",1921,645,"Western Asia",NA,NA,"Iraq"
"6796","ISR",1921,666,"Western Asia","Low",1948,"Israel"
"6797","ITA",1921,325,"Southern Europe","Medium",1923,"Italy"
"6798","JAM",1921,51,"Americas","High",1965,"Jamaica"
"6799","JOR",1921,663,"Western Asia",NA,NA,"Jordan"
"6800","JPN",1921,740,"Eastern Asia","High",1922,"Japan"
"6801","KAZ",1921,705,"Central Asia","Low",1922,"Kazakhstan"
"6802","KEN",1921,501,"Africa",NA,NA,"Kenya"
"6803","KGZ",1921,703,"Central Asia","Low",1922,"Kyrgyzstan"
"6804","KHM",1921,811,"South-eastern Asia","Low",1955,"Cambodia"
"6805","KOR",1921,732,"Eastern Asia","Medium",1976,"South Korea"
"6806","KWT",1921,690,"Western Asia",NA,NA,"Kuwait"
"6807","LAO",1921,812,"South-eastern Asia","Medium",1975,"Laos"
"6808","LBN",1921,660,"Western Asia",NA,NA,"Lebanon"
"6809","LBR",1921,450,"Africa",NA,NA,"Liberia"
"6810","LBY",1921,NA,NA,NA,NA,"Libya"
"6811","LKA",1921,780,"Southern Asia","Medium",1948,"Sri Lanka"
"6812","LSO",1921,570,"Africa",NA,NA,"Lesotho"
"6813","LTU",1921,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"6814","LUX",1921,212,"Western Europe",NA,NA,"Luxembourg"
"6815","LVA",1921,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"6816","MAR",1921,600,"Africa",NA,NA,"Morocco"
"6817","MDA",1921,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"6818","MDG",1921,580,"Africa",NA,NA,"Madagascar"
"6819","MEX",1921,70,"Americas","High",1943,"Mexico"
"6820","MKD",1921,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"6821","MLI",1921,432,"Africa","Low",1970,"Mali"
"6822","MMR",1921,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"6823","MNE",1921,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"6824","MNG",1921,712,"Eastern Asia","Medium",1921,"Mongolia"
"6825","MOZ",1921,541,"Africa","Low",1975,"Mozambique"
"6826","MRT",1921,NA,NA,NA,NA,"Mauritania"
"6827","MUS",1921,590,"Africa",NA,NA,"Mauritius"
"6828","MWI",1921,553,"Africa",NA,NA,"Malawi"
"6829","MYS",1921,820,"South-eastern Asia","Medium",1957,"Malaysia"
"6830","NAM",1921,565,"Africa",NA,NA,"Namibia"
"6831","NER",1921,436,"Africa",NA,NA,"Niger"
"6832","NGA",1921,475,"Africa",NA,NA,"Nigeria"
"6833","NIC",1921,93,"Americas","High",1956,"Nicaragua"
"6834","NLD",1921,210,"Western Europe","Medium",1941,"Netherlands"
"6835","NOR",1921,385,"Northern Europe","Medium",1912,"Norway"
"6836","NPL",1921,790,"Southern Asia",NA,NA,"Nepal"
"6837","NZL",1921,920,"Oceania","Medium",1906,"New Zealand"
"6838","OMN",1921,698,"Western Asia",NA,NA,"Oman"
"6839","PAK",1921,770,"Southern Asia","Low",1947,"Pakistan"
"6840","PAN",1921,95,"Americas","High",1941,"Panama"
"6841","PER",1921,135,"Americas","High",1935,"Peru"
"6842","PHL",1921,840,"South-eastern Asia","Medium",1954,"Philippines"
"6843","PNG",1921,910,"Oceania","Low",1977,"Papua New Guinea"
"6844","POL",1921,290,"Central and Eastern Europe","Medium",1920,"Poland"
"6845","PRK",1921,731,"Eastern Asia","Medium",1946,"North Korea"
"6846","PRT",1921,235,"Europe","Medium",1889,"Portugal"
"6847","PRY",1921,150,"Americas","High",1936,"Paraguay"
"6848","QAT",1921,694,"Western Asia",NA,NA,"Qatar"
"6849","ROU",1921,360,"Central and Eastern Europe","Medium",1933,"Romania"
"6850","RUS",1921,365,"Central and Eastern Europe","Medium",1912,"Russia"
"6851","RWA",1921,517,"Africa",NA,NA,"Rwanda"
"6852","SAU",1921,670,"Western Asia",NA,NA,"Saudi Arabia"
"6853","SDN",1921,625,"Africa",NA,NA,"Sudan"
"6854","SEN",1921,433,"Africa",NA,NA,"Senegal"
"6855","SGP",1921,830,"South-eastern Asia","Medium",1959,"Singapore"
"6856","SLB",1921,940,"Oceania",NA,NA,"Solomon Islands"
"6857","SLE",1921,451,"Africa",NA,NA,"Sierra Leone"
"6858","SLV",1921,92,"Americas","High",1949,"El Salvador"
"6859","SOM",1921,NA,NA,NA,NA,"Somalia"
"6860","SRB",1921,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"6861","SSD",1921,626,"Africa",NA,NA,"South Sudan"
"6862","SUR",1921,115,"Americas","Medium",NA,"Suriname"
"6863","SVK",1921,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"6864","SVN",1921,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"6865","SWE",1921,380,"Northern Europe","Medium",1928,"Sweden"
"6866","SWZ",1921,572,"Africa",NA,NA,"Eswatini"
"6867","SYR",1921,652,"Western Asia",NA,NA,"Syria"
"6868","TCD",1921,483,"Africa",NA,NA,"Chad"
"6869","TGO",1921,461,"Africa",NA,NA,"Togo"
"6870","THA",1921,800,"South-eastern Asia","Medium",1974,"Thailand"
"6871","TJK",1921,702,"Central Asia","Low",1922,"Tajikistan"
"6872","TKM",1921,701,"Central Asia","Low",1922,"Turkmenistan"
"6873","TLS",1921,860,"Asia","(very) Low",1999,"Timor-Leste"
"6874","TTO",1921,52,"Americas","High",1951,"Trinidad & Tobago"
"6875","TUN",1921,616,"Africa","High",1991,"Tunisia"
"6876","TUR",1921,640,"Western Asia","Low",1946,"Turkey"
"6877","TZA",1921,510,"Africa",NA,NA,"Tanzania"
"6878","UGA",1921,500,"Africa",NA,NA,"Uganda"
"6879","UKR",1921,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"6880","URY",1921,165,"Americas","High",1931,"Uruguay"
"6881","USA",1921,2,"Americas","High",1965,"United States"
"6882","UZB",1921,704,"Central Asia","Low",1922,"Uzbekistan"
"6883","VEN",1921,101,"Americas","High",1912,"Venezuela"
"6884","VNM",1921,816,"South-eastern Asia","Medium",1976,"Vietnam"
"6885","YEM",1921,679,"Western Asia",NA,NA,"Yemen"
"6886","ZAF",1921,560,"Africa",NA,NA,"South Africa"
"6887","ZMB",1921,551,"Africa",NA,NA,"Zambia"
"6888","ZWE",1921,552,"Africa",NA,NA,"Zimbabwe"
"6889","AFG",1922,700,"Southern Asia",NA,NA,"Afghanistan"
"6890","AGO",1922,540,"Africa","Low",1975,"Angola"
"6891","ALB",1922,339,"Central and Eastern Europe","Medium",1946,"Albania"
"6892","ARE",1922,696,"Western Asia",NA,NA,"United Arab Emirates"
"6893","ARG",1922,160,"Americas","High",1944,"Argentina"
"6894","ARM",1922,371,"Central and Eastern Europe","Low",1912,"Armenia"
"6895","AUS",1922,900,"Oceania","Medium",1953,"Australia"
"6896","AUT",1922,305,"Western Europe","High",1888,"Austria"
"6897","AZE",1922,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"6898","BDI",1922,516,"Africa",NA,NA,"Burundi"
"6899","BEL",1922,211,"Western Europe",NA,NA,"Belgium"
"6900","BEN",1922,434,"Africa",NA,NA,"Benin"
"6901","BFA",1922,439,"Africa",NA,NA,"Burkina Faso"
"6902","BGD",1922,771,"Southern Asia","Low",1947,"Bangladesh"
"6903","BGR",1922,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"6904","BHR",1922,692,"Western Asia",NA,NA,"Bahrain"
"6905","BIH",1922,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"6906","BLR",1922,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"6907","BOL",1922,145,"Americas","High",1938,"Bolivia"
"6908","BRA",1922,140,"Americas","High",1923,"Brazil"
"6909","BTN",1922,760,"Southern Asia","Medium",1961,"Bhutan"
"6910","BWA",1922,571,"Africa",NA,NA,"Botswana"
"6911","CAF",1922,482,"Africa",NA,NA,"Central African Republic"
"6912","CAN",1922,20,"Americas","High",1958,"Canada"
"6913","CHE",1922,225,"Western Europe","Medium",1911,"Switzerland"
"6914","CHL",1922,155,"Americas","High",1924,"Chile"
"6915","CHN",1922,710,"Eastern Asia","High",1951,"China"
"6916","CIV",1922,437,"Africa",NA,NA,"Côte d’Ivoire"
"6917","CMR",1922,471,"Africa",NA,NA,"Cameroon"
"6918","COD",1922,490,"Africa","High",1984,"Congo - Kinshasa"
"6919","COG",1922,484,"Africa",NA,NA,"Congo - Brazzaville"
"6920","COL",1922,100,"Americas","High",1938,"Colombia"
"6921","COM",1922,NA,NA,NA,NA,"Comoros"
"6922","CPV",1922,402,"Africa","(very) Low",1978,"Cape Verde"
"6923","CRI",1922,94,"Americas","High",1941,"Costa Rica"
"6924","CUB",1922,40,"Americas","High",1909,"Cuba"
"6925","CYP",1922,352,"Western Asia","Medium",1957,"Cyprus"
"6926","CZE",1922,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"6927","DEU",1922,255,"Western Europe","High",1883,"Germany"
"6928","DJI",1922,522,"Africa",NA,NA,"Djibouti"
"6929","DNK",1922,390,"Northern Europe","Low",1892,"Denmark"
"6930","DOM",1922,42,"Americas","High",1947,"Dominican Republic"
"6931","DZA",1922,615,"Africa","High",1976,"Algeria"
"6932","ECU",1922,130,"Americas","High",1935,"Ecuador"
"6933","EGY",1922,NA,NA,NA,NA,"Egypt"
"6934","ESP",1922,230,"Europe","Medium",1883,"Spain"
"6935","EST",1922,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"6936","ETH",1922,530,"Africa",NA,NA,"Ethiopia"
"6937","FIN",1922,375,"Northern Europe","Low",1963,"Finland"
"6938","FJI",1922,950,"Oceania","Low",1977,"Fiji"
"6939","FRA",1922,220,"Western Europe","Medium",1893,"France"
"6940","GAB",1922,481,"Africa",NA,NA,"Gabon"
"6941","GBR",1922,200,"Western Europe","High",1911,"United Kingdom"
"6942","GEO",1922,372,"Central and Eastern Europe","Low",1912,"Georgia"
"6943","GHA",1922,NA,NA,NA,NA,"Ghana"
"6944","GIN",1922,438,"Africa",NA,NA,"Guinea"
"6945","GMB",1922,420,"Africa",NA,NA,"Gambia"
"6946","GNB",1922,404,"Africa","Low",1993,"Guinea-Bissau"
"6947","GNQ",1922,411,"Africa","Low",NA,"Equatorial Guinea"
"6948","GRC",1922,350,"Southern Europe","Medium",1922,"Greece"
"6949","GTM",1922,90,"Americas","High",1944,"Guatemala"
"6950","GUY",1922,110,"Americas","Medium",NA,"Guyana"
"6951","HND",1922,91,"Americas","High",1959,"Honduras"
"6952","HRV",1922,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"6953","HTI",1922,41,"Americas","High",1948,"Haiti"
"6954","HUN",1922,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"6955","IDN",1922,850,"South-eastern Asia","Medium",1949,"Indonesia"
"6956","IND",1922,750,"Southern Asia","Low",1947,"India"
"6957","IRL",1922,205,"Western Europe",NA,NA,"Ireland"
"6958","IRN",1922,630,"Southern Asia","Medium",1955,"Iran"
"6959","IRQ",1922,645,"Western Asia",NA,NA,"Iraq"
"6960","ISR",1922,666,"Western Asia","Low",1948,"Israel"
"6961","ITA",1922,325,"Southern Europe","Medium",1923,"Italy"
"6962","JAM",1922,51,"Americas","High",1965,"Jamaica"
"6963","JOR",1922,663,"Western Asia",NA,NA,"Jordan"
"6964","JPN",1922,740,"Eastern Asia","High",1922,"Japan"
"6965","KAZ",1922,705,"Central Asia","Low",1922,"Kazakhstan"
"6966","KEN",1922,501,"Africa",NA,NA,"Kenya"
"6967","KGZ",1922,703,"Central Asia","Low",1922,"Kyrgyzstan"
"6968","KHM",1922,811,"South-eastern Asia","Low",1955,"Cambodia"
"6969","KOR",1922,732,"Eastern Asia","Medium",1976,"South Korea"
"6970","KWT",1922,690,"Western Asia",NA,NA,"Kuwait"
"6971","LAO",1922,812,"South-eastern Asia","Medium",1975,"Laos"
"6972","LBN",1922,660,"Western Asia",NA,NA,"Lebanon"
"6973","LBR",1922,450,"Africa",NA,NA,"Liberia"
"6974","LBY",1922,NA,NA,NA,NA,"Libya"
"6975","LKA",1922,780,"Southern Asia","Medium",1948,"Sri Lanka"
"6976","LSO",1922,570,"Africa",NA,NA,"Lesotho"
"6977","LTU",1922,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"6978","LUX",1922,212,"Western Europe",NA,NA,"Luxembourg"
"6979","LVA",1922,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"6980","MAR",1922,600,"Africa",NA,NA,"Morocco"
"6981","MDA",1922,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"6982","MDG",1922,580,"Africa",NA,NA,"Madagascar"
"6983","MEX",1922,70,"Americas","High",1943,"Mexico"
"6984","MKD",1922,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"6985","MLI",1922,432,"Africa","Low",1970,"Mali"
"6986","MMR",1922,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"6987","MNE",1922,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"6988","MNG",1922,712,"Eastern Asia","Medium",1921,"Mongolia"
"6989","MOZ",1922,541,"Africa","Low",1975,"Mozambique"
"6990","MRT",1922,NA,NA,NA,NA,"Mauritania"
"6991","MUS",1922,590,"Africa",NA,NA,"Mauritius"
"6992","MWI",1922,553,"Africa",NA,NA,"Malawi"
"6993","MYS",1922,820,"South-eastern Asia","Medium",1957,"Malaysia"
"6994","NAM",1922,565,"Africa",NA,NA,"Namibia"
"6995","NER",1922,436,"Africa",NA,NA,"Niger"
"6996","NGA",1922,475,"Africa",NA,NA,"Nigeria"
"6997","NIC",1922,93,"Americas","High",1956,"Nicaragua"
"6998","NLD",1922,210,"Western Europe","Medium",1941,"Netherlands"
"6999","NOR",1922,385,"Northern Europe","Medium",1912,"Norway"
"7000","NPL",1922,790,"Southern Asia",NA,NA,"Nepal"
"7001","NZL",1922,920,"Oceania","Medium",1906,"New Zealand"
"7002","OMN",1922,698,"Western Asia",NA,NA,"Oman"
"7003","PAK",1922,770,"Southern Asia","Low",1947,"Pakistan"
"7004","PAN",1922,95,"Americas","High",1941,"Panama"
"7005","PER",1922,135,"Americas","High",1935,"Peru"
"7006","PHL",1922,840,"South-eastern Asia","Medium",1954,"Philippines"
"7007","PNG",1922,910,"Oceania","Low",1977,"Papua New Guinea"
"7008","POL",1922,290,"Central and Eastern Europe","Medium",1920,"Poland"
"7009","PRK",1922,731,"Eastern Asia","Medium",1946,"North Korea"
"7010","PRT",1922,235,"Europe","Medium",1889,"Portugal"
"7011","PRY",1922,150,"Americas","High",1936,"Paraguay"
"7012","QAT",1922,694,"Western Asia",NA,NA,"Qatar"
"7013","ROU",1922,360,"Central and Eastern Europe","Medium",1933,"Romania"
"7014","RUS",1922,365,"Central and Eastern Europe","Medium",1912,"Russia"
"7015","RWA",1922,517,"Africa",NA,NA,"Rwanda"
"7016","SAU",1922,670,"Western Asia",NA,NA,"Saudi Arabia"
"7017","SDN",1922,625,"Africa",NA,NA,"Sudan"
"7018","SEN",1922,433,"Africa",NA,NA,"Senegal"
"7019","SGP",1922,830,"South-eastern Asia","Medium",1959,"Singapore"
"7020","SLB",1922,940,"Oceania",NA,NA,"Solomon Islands"
"7021","SLE",1922,451,"Africa",NA,NA,"Sierra Leone"
"7022","SLV",1922,92,"Americas","High",1949,"El Salvador"
"7023","SOM",1922,NA,NA,NA,NA,"Somalia"
"7024","SRB",1922,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"7025","SSD",1922,626,"Africa",NA,NA,"South Sudan"
"7026","SUR",1922,115,"Americas","Medium",NA,"Suriname"
"7027","SVK",1922,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"7028","SVN",1922,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"7029","SWE",1922,380,"Northern Europe","Medium",1928,"Sweden"
"7030","SWZ",1922,572,"Africa",NA,NA,"Eswatini"
"7031","SYR",1922,652,"Western Asia",NA,NA,"Syria"
"7032","TCD",1922,483,"Africa",NA,NA,"Chad"
"7033","TGO",1922,461,"Africa",NA,NA,"Togo"
"7034","THA",1922,800,"South-eastern Asia","Medium",1974,"Thailand"
"7035","TJK",1922,702,"Central Asia","Low",1922,"Tajikistan"
"7036","TKM",1922,701,"Central Asia","Low",1922,"Turkmenistan"
"7037","TLS",1922,860,"Asia","(very) Low",1999,"Timor-Leste"
"7038","TTO",1922,52,"Americas","High",1951,"Trinidad & Tobago"
"7039","TUN",1922,616,"Africa","High",1991,"Tunisia"
"7040","TUR",1922,640,"Western Asia","Low",1946,"Turkey"
"7041","TZA",1922,510,"Africa",NA,NA,"Tanzania"
"7042","UGA",1922,500,"Africa",NA,NA,"Uganda"
"7043","UKR",1922,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"7044","URY",1922,165,"Americas","High",1931,"Uruguay"
"7045","USA",1922,2,"Americas","High",1965,"United States"
"7046","UZB",1922,704,"Central Asia","Low",1922,"Uzbekistan"
"7047","VEN",1922,101,"Americas","High",1912,"Venezuela"
"7048","VNM",1922,816,"South-eastern Asia","Medium",1976,"Vietnam"
"7049","YEM",1922,679,"Western Asia",NA,NA,"Yemen"
"7050","ZAF",1922,560,"Africa",NA,NA,"South Africa"
"7051","ZMB",1922,551,"Africa",NA,NA,"Zambia"
"7052","ZWE",1922,552,"Africa",NA,NA,"Zimbabwe"
"7053","AFG",1923,700,"Southern Asia",NA,NA,"Afghanistan"
"7054","AGO",1923,540,"Africa","Low",1975,"Angola"
"7055","ALB",1923,339,"Central and Eastern Europe","Medium",1946,"Albania"
"7056","ARE",1923,696,"Western Asia",NA,NA,"United Arab Emirates"
"7057","ARG",1923,160,"Americas","High",1944,"Argentina"
"7058","ARM",1923,371,"Central and Eastern Europe","Low",1912,"Armenia"
"7059","AUS",1923,900,"Oceania","Medium",1953,"Australia"
"7060","AUT",1923,305,"Western Europe","High",1888,"Austria"
"7061","AZE",1923,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"7062","BDI",1923,516,"Africa",NA,NA,"Burundi"
"7063","BEL",1923,211,"Western Europe",NA,NA,"Belgium"
"7064","BEN",1923,434,"Africa",NA,NA,"Benin"
"7065","BFA",1923,439,"Africa",NA,NA,"Burkina Faso"
"7066","BGD",1923,771,"Southern Asia","Low",1947,"Bangladesh"
"7067","BGR",1923,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"7068","BHR",1923,692,"Western Asia",NA,NA,"Bahrain"
"7069","BIH",1923,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"7070","BLR",1923,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"7071","BOL",1923,145,"Americas","High",1938,"Bolivia"
"7072","BRA",1923,140,"Americas","High",1923,"Brazil"
"7073","BTN",1923,760,"Southern Asia","Medium",1961,"Bhutan"
"7074","BWA",1923,571,"Africa",NA,NA,"Botswana"
"7075","CAF",1923,482,"Africa",NA,NA,"Central African Republic"
"7076","CAN",1923,20,"Americas","High",1958,"Canada"
"7077","CHE",1923,225,"Western Europe","Medium",1911,"Switzerland"
"7078","CHL",1923,155,"Americas","High",1924,"Chile"
"7079","CHN",1923,710,"Eastern Asia","High",1951,"China"
"7080","CIV",1923,437,"Africa",NA,NA,"Côte d’Ivoire"
"7081","CMR",1923,471,"Africa",NA,NA,"Cameroon"
"7082","COD",1923,490,"Africa","High",1984,"Congo - Kinshasa"
"7083","COG",1923,484,"Africa",NA,NA,"Congo - Brazzaville"
"7084","COL",1923,100,"Americas","High",1938,"Colombia"
"7085","COM",1923,NA,NA,NA,NA,"Comoros"
"7086","CPV",1923,402,"Africa","(very) Low",1978,"Cape Verde"
"7087","CRI",1923,94,"Americas","High",1941,"Costa Rica"
"7088","CUB",1923,40,"Americas","High",1909,"Cuba"
