"","iso3","year","cow_code","x1","toa","country_names"
"10100","MKD",1941,NA,NA,NA,"North Macedonia"
"10101","MLI",1941,432,42,1952,"Mali"
"10102","MMR",1941,775,42,1954,"Myanmar (Burma)"
"10103","MNE",1941,NA,NA,NA,"Montenegro"
"10104","MNG",1941,NA,NA,NA,"Mongolia"
"10105","MOZ",1941,NA,NA,NA,"Mozambique"
"10106","MRT",1941,435,42,1952,"Mauritania"
"10107","MUS",1941,590,42,NA,"Mauritius"
"10108","MWI",1941,553,42,NA,"Malawi"
"10109","MYS",1941,820,42,1951,"Malaysia"
"10110","NAM",1941,565,42,1994,"Namibia"
"10111","NER",1941,436,42,1952,"Niger"
"10112","NGA",1941,475,42,NA,"Nigeria"
"10113","NIC",1941,93,42,1956,"Nicaragua"
"10114","NLD",1941,210,42,1931,"Netherlands"
"10115","NOR",1941,385,42,1909,"Norway"
"10116","NPL",1941,790,42,NA,"Nepal"
"10117","NZL",1941,920,42,1938,"New Zealand"
"10118","OMN",1941,698,42,NA,"Oman"
"10119","PAK",1941,770,42,1962,"Pakistan"
"10120","PAN",1941,95,42,1941,"Panama"
"10121","PER",1941,135,42,1936,"Peru"
"10122","PHL",1941,840,42,1954,"Philippines"
"10123","PNG",1941,910,42,NA,"Papua New Guinea"
"10124","POL",1941,290,42,1920,"Poland"
"10125","PRK",1941,NA,NA,NA,"North Korea"
"10126","PRT",1941,235,42,1935,"Portugal"
"10127","PRY",1941,150,42,1943,"Paraguay"
"10128","QAT",1941,694,42,NA,"Qatar"
"10129","ROU",1941,360,42,1930,"Romania"
"10130","RUS",1941,365,42,1912,"Russia"
"10131","RWA",1941,517,42,NA,"Rwanda"
"10132","SAU",1941,670,42,NA,"Saudi Arabia"
"10133","SDN",1941,625,42,NA,"Sudan"
"10134","SEN",1941,433,42,1952,"Senegal"
"10135","SGP",1941,830,42,1953,"Singapore"
"10136","SLB",1941,940,42,NA,"Solomon Islands"
"10137","SLE",1941,451,42,NA,"Sierra Leone"
"10138","SLV",1941,92,42,1949,"El Salvador"
"10139","SOM",1941,NA,NA,NA,"Somalia"
"10140","SRB",1941,345,42,1922,"Serbia"
"10141","SSD",1941,NA,NA,NA,"South Sudan"
"10142","SUR",1941,NA,NA,NA,"Suriname"
"10143","SVK",1941,317,42,1888,"Slovakia"
"10144","SVN",1941,349,42,1922,"Slovenia"
"10145","SWE",1941,380,42,1891,"Sweden"
"10146","SWZ",1941,572,42,NA,"Eswatini"
"10147","SYR",1941,652,42,NA,"Syria"
"10148","TCD",1941,483,42,1952,"Chad"
"10149","TGO",1941,461,42,1956,"Togo"
"10150","THA",1941,800,42,1990,"Thailand"
"10151","TJK",1941,702,42,1997,"Tajikistan"
"10152","TKM",1941,701,42,1994,"Turkmenistan"
"10153","TLS",1941,NA,NA,NA,"Timor-Leste"
"10154","TTO",1941,52,42,1939,"Trinidad & Tobago"
"10155","TUN",1941,616,42,1960,"Tunisia"
"10156","TUR",1941,640,42,1945,"Turkey"
"10157","TZA",1941,510,42,1997,"Tanzania"
"10158","UGA",1941,500,42,NA,"Uganda"
"10159","UKR",1941,369,42,1912,"Ukraine"
"10160","URY",1941,165,42,1958,"Uruguay"
"10161","USA",1941,2,42,1965,"United States"
"10162","UZB",1941,704,42,1955,"Uzbekistan"
"10163","VEN",1941,101,42,1940,"Venezuela"
"10164","VNM",1941,816,42,1961,"Vietnam"
"10165","YEM",1941,679,42,NA,"Yemen"
"10166","ZAF",1941,560,42,2001,"South Africa"
"10167","ZMB",1941,551,42,1973,"Zambia"
"10168","ZWE",1941,552,42,NA,"Zimbabwe"
"10169","AFG",1942,NA,NA,NA,"Afghanistan"
"10170","AGO",1942,NA,NA,NA,"Angola"
"10171","ALB",1942,339,42,1947,"Albania"
"10172","ARE",1942,NA,NA,NA,"United Arab Emirates"
"10173","ARG",1942,160,42,1934,"Argentina"
"10174","ARM",1942,371,42,1912,"Armenia"
"10175","AUS",1942,900,42,1944,"Australia"
"10176","AUT",1942,305,42,1888,"Austria"
"10177","AZE",1942,373,42,1912,"Azerbaijan"
"10178","BDI",1942,516,42,NA,"Burundi"
"10179","BEL",1942,211,42,1894,"Belgium"
"10180","BEN",1942,434,42,1952,"Benin"
"10181","BFA",1942,439,42,1952,"Burkina Faso"
"10182","BGD",1942,771,42,1939,"Bangladesh"
"10183","BGR",1942,355,42,1918,"Bulgaria"
"10184","BHR",1942,692,42,NA,"Bahrain"
"10185","BIH",1942,NA,NA,NA,"Bosnia & Herzegovina"
"10186","BLR",1942,370,42,1955,"Belarus"
"10187","BOL",1942,145,42,1949,"Bolivia"
"10188","BRA",1942,140,42,1923,"Brazil"
"10189","BTN",1942,NA,NA,NA,"Bhutan"
"10190","BWA",1942,571,42,NA,"Botswana"
"10191","CAF",1942,482,42,1952,"Central African Republic"
"10192","CAN",1942,20,42,1996,"Canada"
"10193","CHE",1942,225,42,1911,"Switzerland"
"10194","CHL",1942,155,42,1924,"Chile"
"10195","CHN",1942,710,42,1951,"China"
"10196","CIV",1942,437,42,1955,"Côte d’Ivoire"
"10197","CMR",1942,471,42,1956,"Cameroon"
"10198","COD",1942,490,42,NA,"Congo - Kinshasa"
"10199","COG",1942,484,42,1956,"Congo - Brazzaville"
"10200","COL",1942,100,42,1938,"Colombia"
"10201","COM",1942,NA,NA,NA,"Comoros"
"10202","CPV",1942,402,42,1976,"Cape Verde"
"10203","CRI",1942,94,42,1941,"Costa Rica"
"10204","CUB",1942,40,42,1934,"Cuba"
"10205","CYP",1942,352,42,1957,"Cyprus"
"10206","CZE",1942,316,42,1888,"Czechia"
"10207","DEU",1942,255,42,1883,"Germany"
"10208","DJI",1942,522,42,1956,"Djibouti"
"10209","DNK",1942,390,42,1892,"Denmark"
"10210","DOM",1942,42,42,1947,"Dominican Republic"
"10211","DZA",1942,615,42,1949,"Algeria"
"10212","ECU",1942,130,42,1935,"Ecuador"
"10213","EGY",1942,651,42,1959,"Egypt"
"10214","ESP",1942,230,42,1929,"Spain"
"10215","EST",1942,366,42,1924,"Estonia"
"10216","ETH",1942,530,42,NA,"Ethiopia"
"10217","FIN",1942,375,42,1963,"Finland"
"10218","FJI",1942,950,42,NA,"Fiji"
"10219","FRA",1942,220,42,1928,"France"
"10220","GAB",1942,481,42,1952,"Gabon"
"10221","GBR",1942,200,42,1911,"United Kingdom"
"10222","GEO",1942,372,42,1964,"Georgia"
"10223","GHA",1942,452,42,2003,"Ghana"
"10224","GIN",1942,438,42,1960,"Guinea"
"10225","GMB",1942,420,42,NA,"Gambia"
"10226","GNB",1942,NA,NA,NA,"Guinea-Bissau"
"10227","GNQ",1942,411,42,1947,"Equatorial Guinea"
"10228","GRC",1942,350,42,1922,"Greece"
"10229","GTM",1942,90,42,1952,"Guatemala"
"10230","GUY",1942,110,42,1969,"Guyana"
"10231","HND",1942,91,42,1959,"Honduras"
"10232","HRV",1942,344,42,1954,"Croatia"
"10233","HTI",1942,41,42,NA,"Haiti"
"10234","HUN",1942,310,42,1891,"Hungary"
"10235","IDN",1942,850,42,1957,"Indonesia"
"10236","IND",1942,750,42,1948,"India"
"10237","IRL",1942,205,42,1911,"Ireland"
"10238","IRN",1942,630,42,1949,"Iran"
"10239","IRQ",1942,NA,NA,NA,"Iraq"
"10240","ISR",1942,666,42,1953,"Israel"
"10241","ITA",1942,325,42,1912,"Italy"
"10242","JAM",1942,51,42,1965,"Jamaica"
"10243","JOR",1942,663,42,1978,"Jordan"
"10244","JPN",1942,740,42,1922,"Japan"
"10245","KAZ",1942,705,42,1999,"Kazakhstan"
"10246","KEN",1942,501,42,1966,"Kenya"
"10247","KGZ",1942,703,42,1922,"Kyrgyzstan"
"10248","KHM",1942,NA,NA,NA,"Cambodia"
"10249","KOR",1942,732,42,1963,"South Korea"
"10250","KWT",1942,690,42,NA,"Kuwait"
"10251","LAO",1942,812,42,1999,"Laos"
"10252","LBN",1942,660,42,1963,"Lebanon"
"10253","LBR",1942,450,42,1943,"Liberia"
"10254","LBY",1942,620,42,1958,"Libya"
"10255","LKA",1942,780,42,NA,"Sri Lanka"
"10256","LSO",1942,570,42,NA,"Lesotho"
"10257","LTU",1942,368,42,1925,"Lithuania"
"10258","LUX",1942,212,42,1901,"Luxembourg"
"10259","LVA",1942,367,42,1924,"Latvia"
"10260","MAR",1942,600,42,1959,"Morocco"
"10261","MDA",1942,359,42,1993,"Moldova"
"10262","MDG",1942,580,42,1952,"Madagascar"
"10263","MEX",1942,70,42,1943,"Mexico"
"10264","MKD",1942,NA,NA,NA,"North Macedonia"
"10265","MLI",1942,432,42,1952,"Mali"
"10266","MMR",1942,775,42,1954,"Myanmar (Burma)"
"10267","MNE",1942,NA,NA,NA,"Montenegro"
"10268","MNG",1942,NA,NA,NA,"Mongolia"
"10269","MOZ",1942,NA,NA,NA,"Mozambique"
"10270","MRT",1942,435,42,1952,"Mauritania"
"10271","MUS",1942,590,42,NA,"Mauritius"
"10272","MWI",1942,553,42,NA,"Malawi"
"10273","MYS",1942,820,42,1951,"Malaysia"
"10274","NAM",1942,565,42,1994,"Namibia"
"10275","NER",1942,436,42,1952,"Niger"
"10276","NGA",1942,475,42,NA,"Nigeria"
"10277","NIC",1942,93,42,1956,"Nicaragua"
"10278","NLD",1942,210,42,1931,"Netherlands"
"10279","NOR",1942,385,42,1909,"Norway"
"10280","NPL",1942,790,42,NA,"Nepal"
"10281","NZL",1942,920,42,1938,"New Zealand"
"10282","OMN",1942,698,42,NA,"Oman"
"10283","PAK",1942,770,42,1962,"Pakistan"
"10284","PAN",1942,95,42,1941,"Panama"
"10285","PER",1942,135,42,1936,"Peru"
"10286","PHL",1942,840,42,1954,"Philippines"
"10287","PNG",1942,910,42,NA,"Papua New Guinea"
"10288","POL",1942,290,42,1920,"Poland"
"10289","PRK",1942,NA,NA,NA,"North Korea"
"10290","PRT",1942,235,42,1935,"Portugal"
"10291","PRY",1942,150,42,1943,"Paraguay"
"10292","QAT",1942,694,42,NA,"Qatar"
"10293","ROU",1942,360,42,1930,"Romania"
"10294","RUS",1942,365,42,1912,"Russia"
"10295","RWA",1942,517,42,NA,"Rwanda"
"10296","SAU",1942,670,42,NA,"Saudi Arabia"
"10297","SDN",1942,625,42,NA,"Sudan"
"10298","SEN",1942,433,42,1952,"Senegal"
"10299","SGP",1942,830,42,1953,"Singapore"
"10300","SLB",1942,940,42,NA,"Solomon Islands"
"10301","SLE",1942,451,42,NA,"Sierra Leone"
"10302","SLV",1942,92,42,1949,"El Salvador"
"10303","SOM",1942,NA,NA,NA,"Somalia"
"10304","SRB",1942,345,42,1922,"Serbia"
"10305","SSD",1942,NA,NA,NA,"South Sudan"
"10306","SUR",1942,NA,NA,NA,"Suriname"
"10307","SVK",1942,317,42,1888,"Slovakia"
"10308","SVN",1942,349,42,1922,"Slovenia"
"10309","SWE",1942,380,42,1891,"Sweden"
"10310","SWZ",1942,572,42,NA,"Eswatini"
"10311","SYR",1942,652,42,NA,"Syria"
"10312","TCD",1942,483,42,1952,"Chad"
"10313","TGO",1942,461,42,1956,"Togo"
"10314","THA",1942,800,42,1990,"Thailand"
"10315","TJK",1942,702,42,1997,"Tajikistan"
"10316","TKM",1942,701,42,1994,"Turkmenistan"
"10317","TLS",1942,NA,NA,NA,"Timor-Leste"
"10318","TTO",1942,52,42,1939,"Trinidad & Tobago"
"10319","TUN",1942,616,42,1960,"Tunisia"
"10320","TUR",1942,640,42,1945,"Turkey"
"10321","TZA",1942,510,42,1997,"Tanzania"
"10322","UGA",1942,500,42,NA,"Uganda"
"10323","UKR",1942,369,42,1912,"Ukraine"
"10324","URY",1942,165,42,1958,"Uruguay"
"10325","USA",1942,2,42,1965,"United States"
"10326","UZB",1942,704,42,1955,"Uzbekistan"
"10327","VEN",1942,101,42,1940,"Venezuela"
"10328","VNM",1942,816,42,1961,"Vietnam"
"10329","YEM",1942,679,42,NA,"Yemen"
"10330","ZAF",1942,560,42,2001,"South Africa"
"10331","ZMB",1942,551,42,1973,"Zambia"
"10332","ZWE",1942,552,42,NA,"Zimbabwe"
"10333","AFG",1943,NA,NA,NA,"Afghanistan"
"10334","AGO",1943,NA,NA,NA,"Angola"
"10335","ALB",1943,339,42,1947,"Albania"
"10336","ARE",1943,NA,NA,NA,"United Arab Emirates"
"10337","ARG",1943,160,42,1934,"Argentina"
"10338","ARM",1943,371,42,1912,"Armenia"
"10339","AUS",1943,900,42,1944,"Australia"
"10340","AUT",1943,305,42,1888,"Austria"
"10341","AZE",1943,373,42,1912,"Azerbaijan"
"10342","BDI",1943,516,42,NA,"Burundi"
"10343","BEL",1943,211,42,1894,"Belgium"
"10344","BEN",1943,434,42,1952,"Benin"
"10345","BFA",1943,439,42,1952,"Burkina Faso"
"10346","BGD",1943,771,42,1939,"Bangladesh"
"10347","BGR",1943,355,42,1918,"Bulgaria"
"10348","BHR",1943,692,42,NA,"Bahrain"
"10349","BIH",1943,NA,NA,NA,"Bosnia & Herzegovina"
"10350","BLR",1943,370,42,1955,"Belarus"
"10351","BOL",1943,145,42,1949,"Bolivia"
"10352","BRA",1943,140,42,1923,"Brazil"
"10353","BTN",1943,NA,NA,NA,"Bhutan"
"10354","BWA",1943,571,42,NA,"Botswana"
"10355","CAF",1943,482,42,1952,"Central African Republic"
"10356","CAN",1943,20,42,1996,"Canada"
"10357","CHE",1943,225,42,1911,"Switzerland"
"10358","CHL",1943,155,42,1924,"Chile"
"10359","CHN",1943,710,42,1951,"China"
"10360","CIV",1943,437,42,1955,"Côte d’Ivoire"
"10361","CMR",1943,471,42,1956,"Cameroon"
"10362","COD",1943,490,42,NA,"Congo - Kinshasa"
"10363","COG",1943,484,42,1956,"Congo - Brazzaville"
"10364","COL",1943,100,42,1938,"Colombia"
"10365","COM",1943,NA,NA,NA,"Comoros"
"10366","CPV",1943,402,42,1976,"Cape Verde"
"10367","CRI",1943,94,42,1941,"Costa Rica"
"10368","CUB",1943,40,42,1934,"Cuba"
"10369","CYP",1943,352,42,1957,"Cyprus"
"10370","CZE",1943,316,42,1888,"Czechia"
"10371","DEU",1943,255,42,1883,"Germany"
"10372","DJI",1943,522,42,1956,"Djibouti"
"10373","DNK",1943,390,42,1892,"Denmark"
"10374","DOM",1943,42,42,1947,"Dominican Republic"
"10375","DZA",1943,615,42,1949,"Algeria"
"10376","ECU",1943,130,42,1935,"Ecuador"
"10377","EGY",1943,651,42,1959,"Egypt"
"10378","ESP",1943,230,42,1929,"Spain"
"10379","EST",1943,366,42,1924,"Estonia"
"10380","ETH",1943,530,42,NA,"Ethiopia"
"10381","FIN",1943,375,42,1963,"Finland"
"10382","FJI",1943,950,42,NA,"Fiji"
"10383","FRA",1943,220,42,1928,"France"
"10384","GAB",1943,481,42,1952,"Gabon"
"10385","GBR",1943,200,42,1911,"United Kingdom"
"10386","GEO",1943,372,42,1964,"Georgia"
"10387","GHA",1943,452,42,2003,"Ghana"
"10388","GIN",1943,438,42,1960,"Guinea"
"10389","GMB",1943,420,42,NA,"Gambia"
"10390","GNB",1943,NA,NA,NA,"Guinea-Bissau"
"10391","GNQ",1943,411,42,1947,"Equatorial Guinea"
"10392","GRC",1943,350,42,1922,"Greece"
"10393","GTM",1943,90,42,1952,"Guatemala"
"10394","GUY",1943,110,42,1969,"Guyana"
"10395","HND",1943,91,42,1959,"Honduras"
"10396","HRV",1943,344,42,1954,"Croatia"
"10397","HTI",1943,41,42,NA,"Haiti"
"10398","HUN",1943,310,42,1891,"Hungary"
"10399","IDN",1943,850,42,1957,"Indonesia"
"10400","IND",1943,750,42,1948,"India"
"10401","IRL",1943,205,42,1911,"Ireland"
"10402","IRN",1943,630,42,1949,"Iran"
"10403","IRQ",1943,NA,NA,NA,"Iraq"
"10404","ISR",1943,666,42,1953,"Israel"
"10405","ITA",1943,325,42,1912,"Italy"
"10406","JAM",1943,51,42,1965,"Jamaica"
"10407","JOR",1943,663,42,1978,"Jordan"
"10408","JPN",1943,740,42,1922,"Japan"
"10409","KAZ",1943,705,42,1999,"Kazakhstan"
"10410","KEN",1943,501,42,1966,"Kenya"
"10411","KGZ",1943,703,42,1922,"Kyrgyzstan"
"10412","KHM",1943,NA,NA,NA,"Cambodia"
"10413","KOR",1943,732,42,1963,"South Korea"
"10414","KWT",1943,690,42,NA,"Kuwait"
"10415","LAO",1943,812,42,1999,"Laos"
"10416","LBN",1943,660,42,1963,"Lebanon"
"10417","LBR",1943,450,42,1943,"Liberia"
"10418","LBY",1943,620,42,1958,"Libya"
"10419","LKA",1943,780,42,NA,"Sri Lanka"
"10420","LSO",1943,570,42,NA,"Lesotho"
"10421","LTU",1943,368,42,1925,"Lithuania"
"10422","LUX",1943,212,42,1901,"Luxembourg"
"10423","LVA",1943,367,42,1924,"Latvia"
"10424","MAR",1943,600,42,1959,"Morocco"
"10425","MDA",1943,359,42,1993,"Moldova"
"10426","MDG",1943,580,42,1952,"Madagascar"
"10427","MEX",1943,70,42,1943,"Mexico"
"10428","MKD",1943,NA,NA,NA,"North Macedonia"
"10429","MLI",1943,432,42,1952,"Mali"
"10430","MMR",1943,775,42,1954,"Myanmar (Burma)"
"10431","MNE",1943,NA,NA,NA,"Montenegro"
"10432","MNG",1943,NA,NA,NA,"Mongolia"
"10433","MOZ",1943,NA,NA,NA,"Mozambique"
"10434","MRT",1943,435,42,1952,"Mauritania"
"10435","MUS",1943,590,42,NA,"Mauritius"
"10436","MWI",1943,553,42,NA,"Malawi"
"10437","MYS",1943,820,42,1951,"Malaysia"
"10438","NAM",1943,565,42,1994,"Namibia"
"10439","NER",1943,436,42,1952,"Niger"
"10440","NGA",1943,475,42,NA,"Nigeria"
"10441","NIC",1943,93,42,1956,"Nicaragua"
"10442","NLD",1943,210,42,1931,"Netherlands"
"10443","NOR",1943,385,42,1909,"Norway"
"10444","NPL",1943,790,42,NA,"Nepal"
"10445","NZL",1943,920,42,1938,"New Zealand"
"10446","OMN",1943,698,42,NA,"Oman"
"10447","PAK",1943,770,42,1962,"Pakistan"
"10448","PAN",1943,95,42,1941,"Panama"
"10449","PER",1943,135,42,1936,"Peru"
"10450","PHL",1943,840,42,1954,"Philippines"
"10451","PNG",1943,910,42,NA,"Papua New Guinea"
"10452","POL",1943,290,42,1920,"Poland"
"10453","PRK",1943,NA,NA,NA,"North Korea"
"10454","PRT",1943,235,42,1935,"Portugal"
"10455","PRY",1943,150,42,1943,"Paraguay"
"10456","QAT",1943,694,42,NA,"Qatar"
"10457","ROU",1943,360,42,1930,"Romania"
"10458","RUS",1943,365,42,1912,"Russia"
"10459","RWA",1943,517,42,NA,"Rwanda"
"10460","SAU",1943,670,42,NA,"Saudi Arabia"
"10461","SDN",1943,625,42,NA,"Sudan"
"10462","SEN",1943,433,42,1952,"Senegal"
"10463","SGP",1943,830,42,1953,"Singapore"
"10464","SLB",1943,940,42,NA,"Solomon Islands"
"10465","SLE",1943,451,42,NA,"Sierra Leone"
"10466","SLV",1943,92,42,1949,"El Salvador"
"10467","SOM",1943,NA,NA,NA,"Somalia"
"10468","SRB",1943,345,42,1922,"Serbia"
"10469","SSD",1943,NA,NA,NA,"South Sudan"
"10470","SUR",1943,NA,NA,NA,"Suriname"
"10471","SVK",1943,317,42,1888,"Slovakia"
"10472","SVN",1943,349,42,1922,"Slovenia"
"10473","SWE",1943,380,42,1891,"Sweden"
"10474","SWZ",1943,572,42,NA,"Eswatini"
"10475","SYR",1943,652,42,NA,"Syria"
"10476","TCD",1943,483,42,1952,"Chad"
"10477","TGO",1943,461,42,1956,"Togo"
"10478","THA",1943,800,42,1990,"Thailand"
"10479","TJK",1943,702,42,1997,"Tajikistan"
"10480","TKM",1943,701,42,1994,"Turkmenistan"
"10481","TLS",1943,NA,NA,NA,"Timor-Leste"
"10482","TTO",1943,52,42,1939,"Trinidad & Tobago"
"10483","TUN",1943,616,42,1960,"Tunisia"
"10484","TUR",1943,640,42,1945,"Turkey"
"10485","TZA",1943,510,42,1997,"Tanzania"
"10486","UGA",1943,500,42,NA,"Uganda"
"10487","UKR",1943,369,42,1912,"Ukraine"
"10488","URY",1943,165,42,1958,"Uruguay"
"10489","USA",1943,2,42,1965,"United States"
"10490","UZB",1943,704,42,1955,"Uzbekistan"
"10491","VEN",1943,101,42,1940,"Venezuela"
"10492","VNM",1943,816,42,1961,"Vietnam"
"10493","YEM",1943,679,42,NA,"Yemen"
"10494","ZAF",1943,560,42,2001,"South Africa"
"10495","ZMB",1943,551,42,1973,"Zambia"
"10496","ZWE",1943,552,42,NA,"Zimbabwe"
"10497","AFG",1944,NA,NA,NA,"Afghanistan"
"10498","AGO",1944,NA,NA,NA,"Angola"
"10499","ALB",1944,339,42,1947,"Albania"
"10500","ARE",1944,NA,NA,NA,"United Arab Emirates"
"10501","ARG",1944,160,42,1934,"Argentina"
"10502","ARM",1944,371,42,1912,"Armenia"
"10503","AUS",1944,900,42,1944,"Australia"
"10504","AUT",1944,305,42,1888,"Austria"
"10505","AZE",1944,373,42,1912,"Azerbaijan"
"10506","BDI",1944,516,42,NA,"Burundi"
"10507","BEL",1944,211,42,1894,"Belgium"
"10508","BEN",1944,434,42,1952,"Benin"
"10509","BFA",1944,439,42,1952,"Burkina Faso"
"10510","BGD",1944,771,42,1939,"Bangladesh"
"10511","BGR",1944,355,42,1918,"Bulgaria"
"10512","BHR",1944,692,42,NA,"Bahrain"
"10513","BIH",1944,NA,NA,NA,"Bosnia & Herzegovina"
"10514","BLR",1944,370,42,1955,"Belarus"
"10515","BOL",1944,145,42,1949,"Bolivia"
"10516","BRA",1944,140,42,1923,"Brazil"
"10517","BTN",1944,NA,NA,NA,"Bhutan"
"10518","BWA",1944,571,42,NA,"Botswana"
"10519","CAF",1944,482,42,1952,"Central African Republic"
"10520","CAN",1944,20,42,1996,"Canada"
"10521","CHE",1944,225,42,1911,"Switzerland"
"10522","CHL",1944,155,42,1924,"Chile"
"10523","CHN",1944,710,42,1951,"China"
"10524","CIV",1944,437,42,1955,"Côte d’Ivoire"
"10525","CMR",1944,471,42,1956,"Cameroon"
"10526","COD",1944,490,42,NA,"Congo - Kinshasa"
"10527","COG",1944,484,42,1956,"Congo - Brazzaville"
"10528","COL",1944,100,42,1938,"Colombia"
"10529","COM",1944,NA,NA,NA,"Comoros"
"10530","CPV",1944,402,42,1976,"Cape Verde"
"10531","CRI",1944,94,42,1941,"Costa Rica"
"10532","CUB",1944,40,42,1934,"Cuba"
"10533","CYP",1944,352,42,1957,"Cyprus"
"10534","CZE",1944,316,42,1888,"Czechia"
"10535","DEU",1944,255,42,1883,"Germany"
"10536","DJI",1944,522,42,1956,"Djibouti"
"10537","DNK",1944,390,42,1892,"Denmark"
"10538","DOM",1944,42,42,1947,"Dominican Republic"
"10539","DZA",1944,615,42,1949,"Algeria"
"10540","ECU",1944,130,42,1935,"Ecuador"
"10541","EGY",1944,651,42,1959,"Egypt"
"10542","ESP",1944,230,42,1929,"Spain"
"10543","EST",1944,366,42,1924,"Estonia"
"10544","ETH",1944,530,42,NA,"Ethiopia"
"10545","FIN",1944,375,42,1963,"Finland"
"10546","FJI",1944,950,42,NA,"Fiji"
"10547","FRA",1944,220,42,1928,"France"
"10548","GAB",1944,481,42,1952,"Gabon"
"10549","GBR",1944,200,42,1911,"United Kingdom"
"10550","GEO",1944,372,42,1964,"Georgia"
"10551","GHA",1944,452,42,2003,"Ghana"
"10552","GIN",1944,438,42,1960,"Guinea"
"10553","GMB",1944,420,42,NA,"Gambia"
"10554","GNB",1944,NA,NA,NA,"Guinea-Bissau"
"10555","GNQ",1944,411,42,1947,"Equatorial Guinea"
"10556","GRC",1944,350,42,1922,"Greece"
"10557","GTM",1944,90,42,1952,"Guatemala"
"10558","GUY",1944,110,42,1969,"Guyana"
"10559","HND",1944,91,42,1959,"Honduras"
"10560","HRV",1944,344,42,1954,"Croatia"
"10561","HTI",1944,41,42,NA,"Haiti"
"10562","HUN",1944,310,42,1891,"Hungary"
"10563","IDN",1944,850,42,1957,"Indonesia"
"10564","IND",1944,750,42,1948,"India"
"10565","IRL",1944,205,42,1911,"Ireland"
"10566","IRN",1944,630,42,1949,"Iran"
"10567","IRQ",1944,NA,NA,NA,"Iraq"
"10568","ISR",1944,666,42,1953,"Israel"
"10569","ITA",1944,325,42,1912,"Italy"
"10570","JAM",1944,51,42,1965,"Jamaica"
"10571","JOR",1944,663,42,1978,"Jordan"
"10572","JPN",1944,740,42,1922,"Japan"
"10573","KAZ",1944,705,42,1999,"Kazakhstan"
"10574","KEN",1944,501,42,1966,"Kenya"
"10575","KGZ",1944,703,42,1922,"Kyrgyzstan"
"10576","KHM",1944,NA,NA,NA,"Cambodia"
"10577","KOR",1944,732,42,1963,"South Korea"
"10578","KWT",1944,690,42,NA,"Kuwait"
"10579","LAO",1944,812,42,1999,"Laos"
"10580","LBN",1944,660,42,1963,"Lebanon"
"10581","LBR",1944,450,42,1943,"Liberia"
"10582","LBY",1944,620,42,1958,"Libya"
"10583","LKA",1944,780,42,NA,"Sri Lanka"
"10584","LSO",1944,570,42,NA,"Lesotho"
"10585","LTU",1944,368,42,1925,"Lithuania"
"10586","LUX",1944,212,42,1901,"Luxembourg"
"10587","LVA",1944,367,42,1924,"Latvia"
"10588","MAR",1944,600,42,1959,"Morocco"
"10589","MDA",1944,359,42,1993,"Moldova"
"10590","MDG",1944,580,42,1952,"Madagascar"
"10591","MEX",1944,70,42,1943,"Mexico"
"10592","MKD",1944,NA,NA,NA,"North Macedonia"
"10593","MLI",1944,432,42,1952,"Mali"
"10594","MMR",1944,775,42,1954,"Myanmar (Burma)"
"10595","MNE",1944,NA,NA,NA,"Montenegro"
"10596","MNG",1944,NA,NA,NA,"Mongolia"
"10597","MOZ",1944,NA,NA,NA,"Mozambique"
"10598","MRT",1944,435,42,1952,"Mauritania"
"10599","MUS",1944,590,42,NA,"Mauritius"
"10600","MWI",1944,553,42,NA,"Malawi"
"10601","MYS",1944,820,42,1951,"Malaysia"
"10602","NAM",1944,565,42,1994,"Namibia"
"10603","NER",1944,436,42,1952,"Niger"
"10604","NGA",1944,475,42,NA,"Nigeria"
"10605","NIC",1944,93,42,1956,"Nicaragua"
"10606","NLD",1944,210,42,1931,"Netherlands"
"10607","NOR",1944,385,42,1909,"Norway"
"10608","NPL",1944,790,42,NA,"Nepal"
"10609","NZL",1944,920,42,1938,"New Zealand"
"10610","OMN",1944,698,42,NA,"Oman"
"10611","PAK",1944,770,42,1962,"Pakistan"
"10612","PAN",1944,95,42,1941,"Panama"
"10613","PER",1944,135,42,1936,"Peru"
"10614","PHL",1944,840,42,1954,"Philippines"
"10615","PNG",1944,910,42,NA,"Papua New Guinea"
"10616","POL",1944,290,42,1920,"Poland"
"10617","PRK",1944,NA,NA,NA,"North Korea"
"10618","PRT",1944,235,42,1935,"Portugal"
"10619","PRY",1944,150,42,1943,"Paraguay"
"10620","QAT",1944,694,42,NA,"Qatar"
"10621","ROU",1944,360,42,1930,"Romania"
"10622","RUS",1944,365,42,1912,"Russia"
"10623","RWA",1944,517,42,NA,"Rwanda"
"10624","SAU",1944,670,42,NA,"Saudi Arabia"
"10625","SDN",1944,625,42,NA,"Sudan"
"10626","SEN",1944,433,42,1952,"Senegal"
"10627","SGP",1944,830,42,1953,"Singapore"
"10628","SLB",1944,940,42,NA,"Solomon Islands"
"10629","SLE",1944,451,42,NA,"Sierra Leone"
"10630","SLV",1944,92,42,1949,"El Salvador"
"10631","SOM",1944,NA,NA,NA,"Somalia"
"10632","SRB",1944,345,42,1922,"Serbia"
"10633","SSD",1944,NA,NA,NA,"South Sudan"
"10634","SUR",1944,NA,NA,NA,"Suriname"
"10635","SVK",1944,317,42,1888,"Slovakia"
"10636","SVN",1944,349,42,1922,"Slovenia"
"10637","SWE",1944,380,42,1891,"Sweden"
