"","iso3","year","cow_code","x1","toa","country_names"
"9561","FIN",1938,375,42,1963,"Finland"
"9562","FJI",1938,950,42,NA,"Fiji"
"9563","FRA",1938,220,42,1928,"France"
"9564","GAB",1938,481,42,1952,"Gabon"
"9565","GBR",1938,200,42,1911,"United Kingdom"
"9566","GEO",1938,372,42,1964,"Georgia"
"9567","GHA",1938,452,42,2003,"Ghana"
"9568","GIN",1938,438,42,1960,"Guinea"
"9569","GMB",1938,420,42,NA,"Gambia"
"9570","GNB",1938,NA,NA,NA,"Guinea-Bissau"
"9571","GNQ",1938,411,42,1947,"Equatorial Guinea"
"9572","GRC",1938,350,42,1922,"Greece"
"9573","GTM",1938,90,42,1952,"Guatemala"
"9574","GUY",1938,110,42,1969,"Guyana"
"9575","HND",1938,91,42,1959,"Honduras"
"9576","HRV",1938,344,42,1954,"Croatia"
"9577","HTI",1938,41,42,NA,"Haiti"
"9578","HUN",1938,310,42,1891,"Hungary"
"9579","IDN",1938,850,42,1957,"Indonesia"
"9580","IND",1938,750,42,1948,"India"
"9581","IRL",1938,205,42,1911,"Ireland"
"9582","IRN",1938,630,42,1949,"Iran"
"9583","IRQ",1938,NA,NA,NA,"Iraq"
"9584","ISR",1938,666,42,1953,"Israel"
"9585","ITA",1938,325,42,1912,"Italy"
"9586","JAM",1938,51,42,1965,"Jamaica"
"9587","JOR",1938,663,42,1978,"Jordan"
"9588","JPN",1938,740,42,1922,"Japan"
"9589","KAZ",1938,705,42,1999,"Kazakhstan"
"9590","KEN",1938,501,42,1966,"Kenya"
"9591","KGZ",1938,703,42,1922,"Kyrgyzstan"
"9592","KHM",1938,NA,NA,NA,"Cambodia"
"9593","KOR",1938,732,42,1963,"South Korea"
"9594","KWT",1938,690,42,NA,"Kuwait"
"9595","LAO",1938,812,42,1999,"Laos"
"9596","LBN",1938,660,42,1963,"Lebanon"
"9597","LBR",1938,450,42,1943,"Liberia"
"9598","LBY",1938,620,42,1958,"Libya"
"9599","LKA",1938,780,42,NA,"Sri Lanka"
"9600","LSO",1938,570,42,NA,"Lesotho"
"9601","LTU",1938,368,42,1925,"Lithuania"
"9602","LUX",1938,212,42,1901,"Luxembourg"
"9603","LVA",1938,367,42,1924,"Latvia"
"9604","MAR",1938,600,42,1959,"Morocco"
"9605","MDA",1938,359,42,1993,"Moldova"
"9606","MDG",1938,580,42,1952,"Madagascar"
"9607","MEX",1938,70,42,1943,"Mexico"
"9608","MKD",1938,NA,NA,NA,"North Macedonia"
"9609","MLI",1938,432,42,1952,"Mali"
"9610","MMR",1938,775,42,1954,"Myanmar (Burma)"
"9611","MNE",1938,NA,NA,NA,"Montenegro"
"9612","MNG",1938,NA,NA,NA,"Mongolia"
"9613","MOZ",1938,NA,NA,NA,"Mozambique"
"9614","MRT",1938,435,42,1952,"Mauritania"
"9615","MUS",1938,590,42,NA,"Mauritius"
"9616","MWI",1938,553,42,NA,"Malawi"
"9617","MYS",1938,820,42,1951,"Malaysia"
"9618","NAM",1938,565,42,1994,"Namibia"
"9619","NER",1938,436,42,1952,"Niger"
"9620","NGA",1938,475,42,NA,"Nigeria"
"9621","NIC",1938,93,42,1956,"Nicaragua"
"9622","NLD",1938,210,42,1931,"Netherlands"
"9623","NOR",1938,385,42,1909,"Norway"
"9624","NPL",1938,790,42,NA,"Nepal"
"9625","NZL",1938,920,42,1938,"New Zealand"
"9626","OMN",1938,698,42,NA,"Oman"
"9627","PAK",1938,770,42,1962,"Pakistan"
"9628","PAN",1938,95,42,1941,"Panama"
"9629","PER",1938,135,42,1936,"Peru"
"9630","PHL",1938,840,42,1954,"Philippines"
"9631","PNG",1938,910,42,NA,"Papua New Guinea"
"9632","POL",1938,290,42,1920,"Poland"
"9633","PRK",1938,NA,NA,NA,"North Korea"
"9634","PRT",1938,235,42,1935,"Portugal"
"9635","PRY",1938,150,42,1943,"Paraguay"
"9636","QAT",1938,694,42,NA,"Qatar"
"9637","ROU",1938,360,42,1930,"Romania"
"9638","RUS",1938,365,42,1912,"Russia"
"9639","RWA",1938,517,42,NA,"Rwanda"
"9640","SAU",1938,670,42,NA,"Saudi Arabia"
"9641","SDN",1938,625,42,NA,"Sudan"
"9642","SEN",1938,433,42,1952,"Senegal"
"9643","SGP",1938,830,42,1953,"Singapore"
"9644","SLB",1938,940,42,NA,"Solomon Islands"
"9645","SLE",1938,451,42,NA,"Sierra Leone"
"9646","SLV",1938,92,42,1949,"El Salvador"
"9647","SOM",1938,NA,NA,NA,"Somalia"
"9648","SRB",1938,345,42,1922,"Serbia"
"9649","SSD",1938,NA,NA,NA,"South Sudan"
"9650","SUR",1938,NA,NA,NA,"Suriname"
"9651","SVK",1938,317,42,1888,"Slovakia"
"9652","SVN",1938,349,42,1922,"Slovenia"
"9653","SWE",1938,380,42,1891,"Sweden"
"9654","SWZ",1938,572,42,NA,"Eswatini"
"9655","SYR",1938,652,42,NA,"Syria"
"9656","TCD",1938,483,42,1952,"Chad"
"9657","TGO",1938,461,42,1956,"Togo"
"9658","THA",1938,800,42,1990,"Thailand"
"9659","TJK",1938,702,42,1997,"Tajikistan"
"9660","TKM",1938,701,42,1994,"Turkmenistan"
"9661","TLS",1938,NA,NA,NA,"Timor-Leste"
"9662","TTO",1938,52,42,1939,"Trinidad & Tobago"
"9663","TUN",1938,616,42,1960,"Tunisia"
"9664","TUR",1938,640,42,1945,"Turkey"
"9665","TZA",1938,510,42,1997,"Tanzania"
"9666","UGA",1938,500,42,NA,"Uganda"
"9667","UKR",1938,369,42,1912,"Ukraine"
"9668","URY",1938,165,42,1958,"Uruguay"
"9669","USA",1938,2,42,1965,"United States"
"9670","UZB",1938,704,42,1955,"Uzbekistan"
"9671","VEN",1938,101,42,1940,"Venezuela"
"9672","VNM",1938,816,42,1961,"Vietnam"
"9673","YEM",1938,679,42,NA,"Yemen"
"9674","ZAF",1938,560,42,2001,"South Africa"
"9675","ZMB",1938,551,42,1973,"Zambia"
"9676","ZWE",1938,552,42,NA,"Zimbabwe"
"9677","AFG",1939,NA,NA,NA,"Afghanistan"
"9678","AGO",1939,NA,NA,NA,"Angola"
"9679","ALB",1939,339,42,1947,"Albania"
"9680","ARE",1939,NA,NA,NA,"United Arab Emirates"
"9681","ARG",1939,160,42,1934,"Argentina"
"9682","ARM",1939,371,42,1912,"Armenia"
"9683","AUS",1939,900,42,1944,"Australia"
"9684","AUT",1939,305,42,1888,"Austria"
"9685","AZE",1939,373,42,1912,"Azerbaijan"
"9686","BDI",1939,516,42,NA,"Burundi"
"9687","BEL",1939,211,42,1894,"Belgium"
"9688","BEN",1939,434,42,1952,"Benin"
"9689","BFA",1939,439,42,1952,"Burkina Faso"
"9690","BGD",1939,771,42,1939,"Bangladesh"
"9691","BGR",1939,355,42,1918,"Bulgaria"
"9692","BHR",1939,692,42,NA,"Bahrain"
"9693","BIH",1939,NA,NA,NA,"Bosnia & Herzegovina"
"9694","BLR",1939,370,42,1955,"Belarus"
"9695","BOL",1939,145,42,1949,"Bolivia"
"9696","BRA",1939,140,42,1923,"Brazil"
"9697","BTN",1939,NA,NA,NA,"Bhutan"
"9698","BWA",1939,571,42,NA,"Botswana"
"9699","CAF",1939,482,42,1952,"Central African Republic"
"9700","CAN",1939,20,42,1996,"Canada"
"9701","CHE",1939,225,42,1911,"Switzerland"
"9702","CHL",1939,155,42,1924,"Chile"
"9703","CHN",1939,710,42,1951,"China"
"9704","CIV",1939,437,42,1955,"Côte d’Ivoire"
"9705","CMR",1939,471,42,1956,"Cameroon"
"9706","COD",1939,490,42,NA,"Congo - Kinshasa"
"9707","COG",1939,484,42,1956,"Congo - Brazzaville"
"9708","COL",1939,100,42,1938,"Colombia"
"9709","COM",1939,NA,NA,NA,"Comoros"
"9710","CPV",1939,402,42,1976,"Cape Verde"
"9711","CRI",1939,94,42,1941,"Costa Rica"
"9712","CUB",1939,40,42,1934,"Cuba"
"9713","CYP",1939,352,42,1957,"Cyprus"
"9714","CZE",1939,316,42,1888,"Czechia"
"9715","DEU",1939,255,42,1883,"Germany"
"9716","DJI",1939,522,42,1956,"Djibouti"
"9717","DNK",1939,390,42,1892,"Denmark"
"9718","DOM",1939,42,42,1947,"Dominican Republic"
"9719","DZA",1939,615,42,1949,"Algeria"
"9720","ECU",1939,130,42,1935,"Ecuador"
"9721","EGY",1939,651,42,1959,"Egypt"
"9722","ESP",1939,230,42,1929,"Spain"
"9723","EST",1939,366,42,1924,"Estonia"
"9724","ETH",1939,530,42,NA,"Ethiopia"
"9725","FIN",1939,375,42,1963,"Finland"
"9726","FJI",1939,950,42,NA,"Fiji"
"9727","FRA",1939,220,42,1928,"France"
"9728","GAB",1939,481,42,1952,"Gabon"
"9729","GBR",1939,200,42,1911,"United Kingdom"
"9730","GEO",1939,372,42,1964,"Georgia"
"9731","GHA",1939,452,42,2003,"Ghana"
"9732","GIN",1939,438,42,1960,"Guinea"
"9733","GMB",1939,420,42,NA,"Gambia"
"9734","GNB",1939,NA,NA,NA,"Guinea-Bissau"
"9735","GNQ",1939,411,42,1947,"Equatorial Guinea"
"9736","GRC",1939,350,42,1922,"Greece"
"9737","GTM",1939,90,42,1952,"Guatemala"
"9738","GUY",1939,110,42,1969,"Guyana"
"9739","HND",1939,91,42,1959,"Honduras"
"9740","HRV",1939,344,42,1954,"Croatia"
"9741","HTI",1939,41,42,NA,"Haiti"
"9742","HUN",1939,310,42,1891,"Hungary"
"9743","IDN",1939,850,42,1957,"Indonesia"
"9744","IND",1939,750,42,1948,"India"
"9745","IRL",1939,205,42,1911,"Ireland"
"9746","IRN",1939,630,42,1949,"Iran"
"9747","IRQ",1939,NA,NA,NA,"Iraq"
"9748","ISR",1939,666,42,1953,"Israel"
"9749","ITA",1939,325,42,1912,"Italy"
"9750","JAM",1939,51,42,1965,"Jamaica"
"9751","JOR",1939,663,42,1978,"Jordan"
"9752","JPN",1939,740,42,1922,"Japan"
"9753","KAZ",1939,705,42,1999,"Kazakhstan"
"9754","KEN",1939,501,42,1966,"Kenya"
"9755","KGZ",1939,703,42,1922,"Kyrgyzstan"
"9756","KHM",1939,NA,NA,NA,"Cambodia"
"9757","KOR",1939,732,42,1963,"South Korea"
"9758","KWT",1939,690,42,NA,"Kuwait"
"9759","LAO",1939,812,42,1999,"Laos"
"9760","LBN",1939,660,42,1963,"Lebanon"
"9761","LBR",1939,450,42,1943,"Liberia"
"9762","LBY",1939,620,42,1958,"Libya"
"9763","LKA",1939,780,42,NA,"Sri Lanka"
"9764","LSO",1939,570,42,NA,"Lesotho"
"9765","LTU",1939,368,42,1925,"Lithuania"
"9766","LUX",1939,212,42,1901,"Luxembourg"
"9767","LVA",1939,367,42,1924,"Latvia"
"9768","MAR",1939,600,42,1959,"Morocco"
"9769","MDA",1939,359,42,1993,"Moldova"
"9770","MDG",1939,580,42,1952,"Madagascar"
"9771","MEX",1939,70,42,1943,"Mexico"
"9772","MKD",1939,NA,NA,NA,"North Macedonia"
"9773","MLI",1939,432,42,1952,"Mali"
"9774","MMR",1939,775,42,1954,"Myanmar (Burma)"
"9775","MNE",1939,NA,NA,NA,"Montenegro"
"9776","MNG",1939,NA,NA,NA,"Mongolia"
"9777","MOZ",1939,NA,NA,NA,"Mozambique"
"9778","MRT",1939,435,42,1952,"Mauritania"
"9779","MUS",1939,590,42,NA,"Mauritius"
"9780","MWI",1939,553,42,NA,"Malawi"
"9781","MYS",1939,820,42,1951,"Malaysia"
"9782","NAM",1939,565,42,1994,"Namibia"
"9783","NER",1939,436,42,1952,"Niger"
"9784","NGA",1939,475,42,NA,"Nigeria"
"9785","NIC",1939,93,42,1956,"Nicaragua"
"9786","NLD",1939,210,42,1931,"Netherlands"
"9787","NOR",1939,385,42,1909,"Norway"
"9788","NPL",1939,790,42,NA,"Nepal"
"9789","NZL",1939,920,42,1938,"New Zealand"
"9790","OMN",1939,698,42,NA,"Oman"
"9791","PAK",1939,770,42,1962,"Pakistan"
"9792","PAN",1939,95,42,1941,"Panama"
"9793","PER",1939,135,42,1936,"Peru"
"9794","PHL",1939,840,42,1954,"Philippines"
"9795","PNG",1939,910,42,NA,"Papua New Guinea"
"9796","POL",1939,290,42,1920,"Poland"
"9797","PRK",1939,NA,NA,NA,"North Korea"
"9798","PRT",1939,235,42,1935,"Portugal"
"9799","PRY",1939,150,42,1943,"Paraguay"
"9800","QAT",1939,694,42,NA,"Qatar"
"9801","ROU",1939,360,42,1930,"Romania"
"9802","RUS",1939,365,42,1912,"Russia"
"9803","RWA",1939,517,42,NA,"Rwanda"
"9804","SAU",1939,670,42,NA,"Saudi Arabia"
"9805","SDN",1939,625,42,NA,"Sudan"
"9806","SEN",1939,433,42,1952,"Senegal"
"9807","SGP",1939,830,42,1953,"Singapore"
"9808","SLB",1939,940,42,NA,"Solomon Islands"
"9809","SLE",1939,451,42,NA,"Sierra Leone"
"9810","SLV",1939,92,42,1949,"El Salvador"
"9811","SOM",1939,NA,NA,NA,"Somalia"
"9812","SRB",1939,345,42,1922,"Serbia"
"9813","SSD",1939,NA,NA,NA,"South Sudan"
"9814","SUR",1939,NA,NA,NA,"Suriname"
"9815","SVK",1939,317,42,1888,"Slovakia"
"9816","SVN",1939,349,42,1922,"Slovenia"
"9817","SWE",1939,380,42,1891,"Sweden"
"9818","SWZ",1939,572,42,NA,"Eswatini"
"9819","SYR",1939,652,42,NA,"Syria"
"9820","TCD",1939,483,42,1952,"Chad"
"9821","TGO",1939,461,42,1956,"Togo"
"9822","THA",1939,800,42,1990,"Thailand"
"9823","TJK",1939,702,42,1997,"Tajikistan"
"9824","TKM",1939,701,42,1994,"Turkmenistan"
"9825","TLS",1939,NA,NA,NA,"Timor-Leste"
"9826","TTO",1939,52,42,1939,"Trinidad & Tobago"
"9827","TUN",1939,616,42,1960,"Tunisia"
"9828","TUR",1939,640,42,1945,"Turkey"
"9829","TZA",1939,510,42,1997,"Tanzania"
"9830","UGA",1939,500,42,NA,"Uganda"
"9831","UKR",1939,369,42,1912,"Ukraine"
"9832","URY",1939,165,42,1958,"Uruguay"
"9833","USA",1939,2,42,1965,"United States"
"9834","UZB",1939,704,42,1955,"Uzbekistan"
"9835","VEN",1939,101,42,1940,"Venezuela"
"9836","VNM",1939,816,42,1961,"Vietnam"
"9837","YEM",1939,679,42,NA,"Yemen"
"9838","ZAF",1939,560,42,2001,"South Africa"
"9839","ZMB",1939,551,42,1973,"Zambia"
"9840","ZWE",1939,552,42,NA,"Zimbabwe"
"9841","AFG",1940,NA,NA,NA,"Afghanistan"
"9842","AGO",1940,NA,NA,NA,"Angola"
"9843","ALB",1940,339,42,1947,"Albania"
"9844","ARE",1940,NA,NA,NA,"United Arab Emirates"
"9845","ARG",1940,160,42,1934,"Argentina"
"9846","ARM",1940,371,42,1912,"Armenia"
"9847","AUS",1940,900,42,1944,"Australia"
"9848","AUT",1940,305,42,1888,"Austria"
"9849","AZE",1940,373,42,1912,"Azerbaijan"
"9850","BDI",1940,516,42,NA,"Burundi"
"9851","BEL",1940,211,42,1894,"Belgium"
"9852","BEN",1940,434,42,1952,"Benin"
"9853","BFA",1940,439,42,1952,"Burkina Faso"
"9854","BGD",1940,771,42,1939,"Bangladesh"
"9855","BGR",1940,355,42,1918,"Bulgaria"
"9856","BHR",1940,692,42,NA,"Bahrain"
"9857","BIH",1940,NA,NA,NA,"Bosnia & Herzegovina"
"9858","BLR",1940,370,42,1955,"Belarus"
"9859","BOL",1940,145,42,1949,"Bolivia"
"9860","BRA",1940,140,42,1923,"Brazil"
"9861","BTN",1940,NA,NA,NA,"Bhutan"
"9862","BWA",1940,571,42,NA,"Botswana"
"9863","CAF",1940,482,42,1952,"Central African Republic"
"9864","CAN",1940,20,42,1996,"Canada"
"9865","CHE",1940,225,42,1911,"Switzerland"
"9866","CHL",1940,155,42,1924,"Chile"
"9867","CHN",1940,710,42,1951,"China"
"9868","CIV",1940,437,42,1955,"Côte d’Ivoire"
"9869","CMR",1940,471,42,1956,"Cameroon"
"9870","COD",1940,490,42,NA,"Congo - Kinshasa"
"9871","COG",1940,484,42,1956,"Congo - Brazzaville"
"9872","COL",1940,100,42,1938,"Colombia"
"9873","COM",1940,NA,NA,NA,"Comoros"
"9874","CPV",1940,402,42,1976,"Cape Verde"
"9875","CRI",1940,94,42,1941,"Costa Rica"
"9876","CUB",1940,40,42,1934,"Cuba"
"9877","CYP",1940,352,42,1957,"Cyprus"
"9878","CZE",1940,316,42,1888,"Czechia"
"9879","DEU",1940,255,42,1883,"Germany"
"9880","DJI",1940,522,42,1956,"Djibouti"
"9881","DNK",1940,390,42,1892,"Denmark"
"9882","DOM",1940,42,42,1947,"Dominican Republic"
"9883","DZA",1940,615,42,1949,"Algeria"
"9884","ECU",1940,130,42,1935,"Ecuador"
"9885","EGY",1940,651,42,1959,"Egypt"
"9886","ESP",1940,230,42,1929,"Spain"
"9887","EST",1940,366,42,1924,"Estonia"
"9888","ETH",1940,530,42,NA,"Ethiopia"
"9889","FIN",1940,375,42,1963,"Finland"
"9890","FJI",1940,950,42,NA,"Fiji"
"9891","FRA",1940,220,42,1928,"France"
"9892","GAB",1940,481,42,1952,"Gabon"
"9893","GBR",1940,200,42,1911,"United Kingdom"
"9894","GEO",1940,372,42,1964,"Georgia"
"9895","GHA",1940,452,42,2003,"Ghana"
"9896","GIN",1940,438,42,1960,"Guinea"
"9897","GMB",1940,420,42,NA,"Gambia"
"9898","GNB",1940,NA,NA,NA,"Guinea-Bissau"
"9899","GNQ",1940,411,42,1947,"Equatorial Guinea"
"9900","GRC",1940,350,42,1922,"Greece"
"9901","GTM",1940,90,42,1952,"Guatemala"
"9902","GUY",1940,110,42,1969,"Guyana"
"9903","HND",1940,91,42,1959,"Honduras"
"9904","HRV",1940,344,42,1954,"Croatia"
"9905","HTI",1940,41,42,NA,"Haiti"
"9906","HUN",1940,310,42,1891,"Hungary"
"9907","IDN",1940,850,42,1957,"Indonesia"
"9908","IND",1940,750,42,1948,"India"
"9909","IRL",1940,205,42,1911,"Ireland"
"9910","IRN",1940,630,42,1949,"Iran"
"9911","IRQ",1940,NA,NA,NA,"Iraq"
"9912","ISR",1940,666,42,1953,"Israel"
"9913","ITA",1940,325,42,1912,"Italy"
"9914","JAM",1940,51,42,1965,"Jamaica"
"9915","JOR",1940,663,42,1978,"Jordan"
"9916","JPN",1940,740,42,1922,"Japan"
"9917","KAZ",1940,705,42,1999,"Kazakhstan"
"9918","KEN",1940,501,42,1966,"Kenya"
"9919","KGZ",1940,703,42,1922,"Kyrgyzstan"
"9920","KHM",1940,NA,NA,NA,"Cambodia"
"9921","KOR",1940,732,42,1963,"South Korea"
"9922","KWT",1940,690,42,NA,"Kuwait"
"9923","LAO",1940,812,42,1999,"Laos"
"9924","LBN",1940,660,42,1963,"Lebanon"
"9925","LBR",1940,450,42,1943,"Liberia"
"9926","LBY",1940,620,42,1958,"Libya"
"9927","LKA",1940,780,42,NA,"Sri Lanka"
"9928","LSO",1940,570,42,NA,"Lesotho"
"9929","LTU",1940,368,42,1925,"Lithuania"
"9930","LUX",1940,212,42,1901,"Luxembourg"
"9931","LVA",1940,367,42,1924,"Latvia"
"9932","MAR",1940,600,42,1959,"Morocco"
"9933","MDA",1940,359,42,1993,"Moldova"
"9934","MDG",1940,580,42,1952,"Madagascar"
"9935","MEX",1940,70,42,1943,"Mexico"
"9936","MKD",1940,NA,NA,NA,"North Macedonia"
"9937","MLI",1940,432,42,1952,"Mali"
"9938","MMR",1940,775,42,1954,"Myanmar (Burma)"
"9939","MNE",1940,NA,NA,NA,"Montenegro"
"9940","MNG",1940,NA,NA,NA,"Mongolia"
"9941","MOZ",1940,NA,NA,NA,"Mozambique"
"9942","MRT",1940,435,42,1952,"Mauritania"
"9943","MUS",1940,590,42,NA,"Mauritius"
"9944","MWI",1940,553,42,NA,"Malawi"
"9945","MYS",1940,820,42,1951,"Malaysia"
"9946","NAM",1940,565,42,1994,"Namibia"
"9947","NER",1940,436,42,1952,"Niger"
"9948","NGA",1940,475,42,NA,"Nigeria"
"9949","NIC",1940,93,42,1956,"Nicaragua"
"9950","NLD",1940,210,42,1931,"Netherlands"
"9951","NOR",1940,385,42,1909,"Norway"
"9952","NPL",1940,790,42,NA,"Nepal"
"9953","NZL",1940,920,42,1938,"New Zealand"
"9954","OMN",1940,698,42,NA,"Oman"
"9955","PAK",1940,770,42,1962,"Pakistan"
"9956","PAN",1940,95,42,1941,"Panama"
"9957","PER",1940,135,42,1936,"Peru"
"9958","PHL",1940,840,42,1954,"Philippines"
"9959","PNG",1940,910,42,NA,"Papua New Guinea"
"9960","POL",1940,290,42,1920,"Poland"
"9961","PRK",1940,NA,NA,NA,"North Korea"
"9962","PRT",1940,235,42,1935,"Portugal"
"9963","PRY",1940,150,42,1943,"Paraguay"
"9964","QAT",1940,694,42,NA,"Qatar"
"9965","ROU",1940,360,42,1930,"Romania"
"9966","RUS",1940,365,42,1912,"Russia"
"9967","RWA",1940,517,42,NA,"Rwanda"
"9968","SAU",1940,670,42,NA,"Saudi Arabia"
"9969","SDN",1940,625,42,NA,"Sudan"
"9970","SEN",1940,433,42,1952,"Senegal"
"9971","SGP",1940,830,42,1953,"Singapore"
"9972","SLB",1940,940,42,NA,"Solomon Islands"
"9973","SLE",1940,451,42,NA,"Sierra Leone"
"9974","SLV",1940,92,42,1949,"El Salvador"
"9975","SOM",1940,NA,NA,NA,"Somalia"
"9976","SRB",1940,345,42,1922,"Serbia"
"9977","SSD",1940,NA,NA,NA,"South Sudan"
"9978","SUR",1940,NA,NA,NA,"Suriname"
"9979","SVK",1940,317,42,1888,"Slovakia"
"9980","SVN",1940,349,42,1922,"Slovenia"
"9981","SWE",1940,380,42,1891,"Sweden"
"9982","SWZ",1940,572,42,NA,"Eswatini"
"9983","SYR",1940,652,42,NA,"Syria"
"9984","TCD",1940,483,42,1952,"Chad"
"9985","TGO",1940,461,42,1956,"Togo"
"9986","THA",1940,800,42,1990,"Thailand"
"9987","TJK",1940,702,42,1997,"Tajikistan"
"9988","TKM",1940,701,42,1994,"Turkmenistan"
"9989","TLS",1940,NA,NA,NA,"Timor-Leste"
"9990","TTO",1940,52,42,1939,"Trinidad & Tobago"
"9991","TUN",1940,616,42,1960,"Tunisia"
"9992","TUR",1940,640,42,1945,"Turkey"
"9993","TZA",1940,510,42,1997,"Tanzania"
"9994","UGA",1940,500,42,NA,"Uganda"
"9995","UKR",1940,369,42,1912,"Ukraine"
"9996","URY",1940,165,42,1958,"Uruguay"
"9997","USA",1940,2,42,1965,"United States"
"9998","UZB",1940,704,42,1955,"Uzbekistan"
"9999","VEN",1940,101,42,1940,"Venezuela"
"10000","VNM",1940,816,42,1961,"Vietnam"
"10001","YEM",1940,679,42,NA,"Yemen"
"10002","ZAF",1940,560,42,2001,"South Africa"
"10003","ZMB",1940,551,42,1973,"Zambia"
"10004","ZWE",1940,552,42,NA,"Zimbabwe"
"10005","AFG",1941,NA,NA,NA,"Afghanistan"
"10006","AGO",1941,NA,NA,NA,"Angola"
"10007","ALB",1941,339,42,1947,"Albania"
"10008","ARE",1941,NA,NA,NA,"United Arab Emirates"
"10009","ARG",1941,160,42,1934,"Argentina"
"10010","ARM",1941,371,42,1912,"Armenia"
"10011","AUS",1941,900,42,1944,"Australia"
"10012","AUT",1941,305,42,1888,"Austria"
"10013","AZE",1941,373,42,1912,"Azerbaijan"
"10014","BDI",1941,516,42,NA,"Burundi"
"10015","BEL",1941,211,42,1894,"Belgium"
"10016","BEN",1941,434,42,1952,"Benin"
"10017","BFA",1941,439,42,1952,"Burkina Faso"
"10018","BGD",1941,771,42,1939,"Bangladesh"
"10019","BGR",1941,355,42,1918,"Bulgaria"
"10020","BHR",1941,692,42,NA,"Bahrain"
"10021","BIH",1941,NA,NA,NA,"Bosnia & Herzegovina"
"10022","BLR",1941,370,42,1955,"Belarus"
"10023","BOL",1941,145,42,1949,"Bolivia"
"10024","BRA",1941,140,42,1923,"Brazil"
"10025","BTN",1941,NA,NA,NA,"Bhutan"
"10026","BWA",1941,571,42,NA,"Botswana"
"10027","CAF",1941,482,42,1952,"Central African Republic"
"10028","CAN",1941,20,42,1996,"Canada"
"10029","CHE",1941,225,42,1911,"Switzerland"
"10030","CHL",1941,155,42,1924,"Chile"
"10031","CHN",1941,710,42,1951,"China"
"10032","CIV",1941,437,42,1955,"Côte d’Ivoire"
"10033","CMR",1941,471,42,1956,"Cameroon"
"10034","COD",1941,490,42,NA,"Congo - Kinshasa"
"10035","COG",1941,484,42,1956,"Congo - Brazzaville"
"10036","COL",1941,100,42,1938,"Colombia"
"10037","COM",1941,NA,NA,NA,"Comoros"
"10038","CPV",1941,402,42,1976,"Cape Verde"
"10039","CRI",1941,94,42,1941,"Costa Rica"
"10040","CUB",1941,40,42,1934,"Cuba"
"10041","CYP",1941,352,42,1957,"Cyprus"
"10042","CZE",1941,316,42,1888,"Czechia"
"10043","DEU",1941,255,42,1883,"Germany"
"10044","DJI",1941,522,42,1956,"Djibouti"
"10045","DNK",1941,390,42,1892,"Denmark"
"10046","DOM",1941,42,42,1947,"Dominican Republic"
"10047","DZA",1941,615,42,1949,"Algeria"
"10048","ECU",1941,130,42,1935,"Ecuador"
"10049","EGY",1941,651,42,1959,"Egypt"
"10050","ESP",1941,230,42,1929,"Spain"
"10051","EST",1941,366,42,1924,"Estonia"
"10052","ETH",1941,530,42,NA,"Ethiopia"
"10053","FIN",1941,375,42,1963,"Finland"
"10054","FJI",1941,950,42,NA,"Fiji"
"10055","FRA",1941,220,42,1928,"France"
"10056","GAB",1941,481,42,1952,"Gabon"
"10057","GBR",1941,200,42,1911,"United Kingdom"
"10058","GEO",1941,372,42,1964,"Georgia"
"10059","GHA",1941,452,42,2003,"Ghana"
"10060","GIN",1941,438,42,1960,"Guinea"
"10061","GMB",1941,420,42,NA,"Gambia"
"10062","GNB",1941,NA,NA,NA,"Guinea-Bissau"
"10063","GNQ",1941,411,42,1947,"Equatorial Guinea"
"10064","GRC",1941,350,42,1922,"Greece"
"10065","GTM",1941,90,42,1952,"Guatemala"
"10066","GUY",1941,110,42,1969,"Guyana"
"10067","HND",1941,91,42,1959,"Honduras"
"10068","HRV",1941,344,42,1954,"Croatia"
"10069","HTI",1941,41,42,NA,"Haiti"
"10070","HUN",1941,310,42,1891,"Hungary"
"10071","IDN",1941,850,42,1957,"Indonesia"
"10072","IND",1941,750,42,1948,"India"
"10073","IRL",1941,205,42,1911,"Ireland"
"10074","IRN",1941,630,42,1949,"Iran"
"10075","IRQ",1941,NA,NA,NA,"Iraq"
"10076","ISR",1941,666,42,1953,"Israel"
"10077","ITA",1941,325,42,1912,"Italy"
"10078","JAM",1941,51,42,1965,"Jamaica"
"10079","JOR",1941,663,42,1978,"Jordan"
"10080","JPN",1941,740,42,1922,"Japan"
"10081","KAZ",1941,705,42,1999,"Kazakhstan"
"10082","KEN",1941,501,42,1966,"Kenya"
"10083","KGZ",1941,703,42,1922,"Kyrgyzstan"
"10084","KHM",1941,NA,NA,NA,"Cambodia"
"10085","KOR",1941,732,42,1963,"South Korea"
"10086","KWT",1941,690,42,NA,"Kuwait"
"10087","LAO",1941,812,42,1999,"Laos"
"10088","LBN",1941,660,42,1963,"Lebanon"
"10089","LBR",1941,450,42,1943,"Liberia"
"10090","LBY",1941,620,42,1958,"Libya"
"10091","LKA",1941,780,42,NA,"Sri Lanka"
"10092","LSO",1941,570,42,NA,"Lesotho"
"10093","LTU",1941,368,42,1925,"Lithuania"
"10094","LUX",1941,212,42,1901,"Luxembourg"
"10095","LVA",1941,367,42,1924,"Latvia"
"10096","MAR",1941,600,42,1959,"Morocco"
"10097","MDA",1941,359,42,1993,"Moldova"
"10098","MDG",1941,580,42,1952,"Madagascar"
"10099","MEX",1941,70,42,1943,"Mexico"
